,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
4591,Maruti Vitara,Maruti,Vitara,3,58511,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000,0
4592,Maruti Wagon R,Maruti,Wagon R,3,8973,Dealer,Petrol,Manual,20.51,998,67.04,5,500000,3
4593,Ford Ecosport,Ford,Ecosport,7,102719,Dealer,Diesel,Manual,22.7,1498,89.84,5,625000,0
4594,Toyota Fortuner,Toyota,Fortuner,5,120000,Individual,Diesel,Manual,12.55,2982,168.5,7,1800000,1
4597,Hyundai Venue,Hyundai,Venue,2,25000,Individual,Diesel,Manual,23.7,1493,98.6,5,1100000,0
4598,Hyundai i10,Hyundai,i10,13,64684,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000,2
4599,Hyundai Verna,Hyundai,Verna,11,88126,Dealer,Diesel,Manual,16.8,1493,110.0,5,295000,0
4600,Volkswagen Polo,Volkswagen,Polo,7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,525000,2
4601,Honda City,Honda,City,1,4386,Dealer,Petrol,Manual,17.4,1497,117.6,5,1250000,3
4602,Honda Jazz,Honda,Jazz,2,10597,Dealer,Petrol,Manual,18.7,1199,88.7,5,815000,3
4603,Toyota Innova,Toyota,Innova,10,119458,Dealer,Diesel,Manual,12.8,2494,102.0,7,800000,1
4604,Hyundai Venue,Hyundai,Venue,2,14000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1060000,3
4605,Hyundai i20,Hyundai,i20,8,38000,Dealer,Petrol,Manual,20.35,1197,81.86,5,485000,2
4606,Volkswagen Polo,Volkswagen,Polo,8,73000,Dealer,Diesel,Manual,22.07,1199,73.9,5,420000,0
4607,Maruti Swift,Maruti,Swift,10,99008,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000,0
4608,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,84000,Dealer,Diesel,Automatic,13.5,2987,282.0,5,1899000,1
4609,Hyundai i10,Hyundai,i10,10,45000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,375000,2
4610,Hyundai Verna,Hyundai,Verna,4,40667,Dealer,Diesel,Manual,25.0,1493,113.42,5,845000,0
4611,Mahindra XUV500,Mahindra,XUV500,8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,850000,1
4612,Hyundai Grand,Hyundai,Grand,3,21585,Dealer,Petrol,Automatic,18.9,1197,81.86,5,535000,3
4613,Honda WR-V,Honda,WR-V,3,25000,Dealer,Diesel,Manual,25.5,1498,98.6,5,600000,0
4614,Honda City,Honda,City,8,80400,Dealer,Petrol,Automatic,16.8,1497,116.4,5,550000,3
4615,Honda Amaze,Honda,Amaze,6,69000,Dealer,Diesel,Manual,24.7,1498,98.63,5,460000,0
4616,Maruti Swift,Maruti,Swift,6,101000,Dealer,Diesel,Manual,28.4,1248,74.0,5,565000,0
4618,Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,625000,3
4619,Hyundai i20,Hyundai,i20,8,70000,Dealer,Diesel,Manual,21.9,1396,88.76,5,445000,0
4620,Maruti Baleno,Maruti,Baleno,5,76000,Dealer,Diesel,Manual,27.39,1248,74.0,5,650000,0
4621,Volkswagen Vento,Volkswagen,Vento,4,70763,Dealer,Diesel,Automatic,22.15,1498,108.6,5,1075000,0
4622,Maruti Swift,Maruti,Swift,9,60000,Dealer,Diesel,Manual,17.8,1248,75.0,5,395000,0
4623,Hyundai i20,Hyundai,i20,6,65922,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000,3
4624,BMW 3,BMW,3,10,63500,Dealer,Diesel,Automatic,16.07,1995,181.0,4,1150000,1
4625,Ford Freestyle,Ford,Freestyle,2,5600,Dealer,Petrol,Manual,19.0,1194,94.68,5,740000,3
4626,Skoda Rapid,Skoda,Rapid,9,93000,Dealer,Petrol,Manual,15.0,1598,103.52,5,350000,2
4628,Hyundai Creta,Hyundai,Creta,5,62000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1275000,1
4630,Maruti Eeco,Maruti,Eeco,5,55000,Dealer,Petrol,Manual,15.37,1196,73.0,5,355000,2
4631,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,72279,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2150000,1
4632,Datsun RediGO,Datsun,RediGO,3,40000,Individual,Petrol,Manual,22.5,999,67.0,5,350000,3
4633,Hyundai i20,Hyundai,i20,3,20600,Individual,Petrol,Manual,18.6,1197,81.83,5,585000,3
4634,Hyundai i20,Hyundai,i20,4,24000,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000,3
4635,Honda City,Honda,City,15,31000,Dealer,Petrol,Manual,17.7,1497,78.0,5,180000,2
4636,Ford Ecosport,Ford,Ecosport,6,73389,Dealer,Diesel,Manual,22.7,1498,89.84,5,690000,0
4637,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000,0
4638,Maruti Swift,Maruti,Swift,7,74100,Dealer,Diesel,Manual,25.2,1248,74.0,5,451000,0
4639,Tata Tiago,Tata,Tiago,2,5000,Individual,Petrol,Automatic,23.84,1199,83.83,5,590000,3
4640,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,390000,0
4641,Skoda Rapid,Skoda,Rapid,6,77000,Dealer,Diesel,Manual,21.14,1498,103.6,5,680000,0
4642,Maruti Alto,Maruti,Alto,11,49650,Dealer,Petrol,Manual,19.7,796,46.3,5,210000,2
4643,Honda City,Honda,City,4,37000,Dealer,Petrol,Manual,17.8,1497,117.3,5,950000,3
4644,Mahindra XUV500,Mahindra,XUV500,2,46241,Trustmark Dealer,Diesel,Manual,16.0,2179,138.0,7,1575000,1
4645,Skoda Superb,Skoda,Superb,7,83300,Dealer,Diesel,Automatic,17.2,1968,138.03,5,1250000,1
4646,Hyundai Creta,Hyundai,Creta,5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1245000,1
4647,Hyundai i10,Hyundai,i10,10,78000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000,2
4648,Maruti Alto,Maruti,Alto,5,52000,Individual,Petrol,Manual,22.74,796,47.3,5,225000,2
4649,Maruti Swift Dzire,Maruti,Swift Dzire,6,62000,Dealer,Petrol,Manual,20.85,1197,83.14,5,595000,3
4650,Hyundai Grand,Hyundai,Grand,7,31000,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,2
4651,Hyundai Grand,Hyundai,Grand,4,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,511000,3
4652,Maruti Alto,Maruti,Alto,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000,3
4653,Maruti Alto,Maruti,Alto,5,70000,Individual,Petrol,Manual,22.74,796,47.3,5,250000,2
4654,Hyundai i10,Hyundai,i10,8,120000,Individual,Petrol,Manual,20.36,1197,78.9,5,330000,0
4655,Renault Duster,Renault,Duster,5,75100,Dealer,Diesel,Automatic,19.6,1461,108.45,5,730000,1
4656,Volkswagen Polo,Volkswagen,Polo,4,47000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,700000,3
4657,Ford Figo,Ford,Figo,11,64857,Dealer,Diesel,Manual,20.0,1399,68.0,5,155000,0
4658,Ford Aspire,Ford,Aspire,5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,500000,2
4659,Hyundai i10,Hyundai,i10,12,59740,Dealer,Petrol,Manual,20.36,1197,78.9,5,230000,2
4660,Toyota Innova,Toyota,Innova,3,135000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1800000,1
4661,Volkswagen Polo,Volkswagen,Polo,5,75815,Dealer,Diesel,Manual,20.14,1498,88.5,5,590000,0
4662,Maruti Swift,Maruti,Swift,9,72000,Dealer,Diesel,Manual,28.4,1248,74.0,5,360000,0
4663,Tata Nexon,Tata,Nexon,3,90000,Individual,Diesel,Manual,21.5,1497,108.5,5,850000,0
4664,Hyundai Verna,Hyundai,Verna,3,40000,Individual,Diesel,Manual,22.0,1582,126.2,5,975000,0
4665,Maruti Celerio,Maruti,Celerio,6,19010,Dealer,Petrol,Manual,23.1,998,67.04,5,431000,3
4666,Mahindra XUV500,Mahindra,XUV500,8,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,700000,1
4667,Hyundai Grand,Hyundai,Grand,3,31834,Dealer,Diesel,Manual,24.0,1186,73.97,5,598000,0
4668,Maruti Celerio,Maruti,Celerio,4,32388,Dealer,Petrol,Automatic,21.63,998,67.04,5,470000,3
4669,Renault KWID,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,252000,2
4670,Hyundai Verna,Hyundai,Verna,13,110000,Individual,Diesel,Manual,18.1,1493,110.0,5,230000,0
4671,Kia Seltos,Kia,Seltos,2,5400,Dealer,Petrol,Automatic,16.8,1353,138.0,5,1790000,3
4672,Ford Figo,Ford,Figo,8,120000,Individual,Diesel,Manual,20.0,1399,68.1,5,250000,0
4673,Maruti Vitara,Maruti,Vitara,5,110000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000,0
4674,Mahindra KUV100,Mahindra,KUV100,4,15000,Dealer,Diesel,Manual,25.32,1198,77.0,5,570000,0
4675,Hyundai i20,Hyundai,i20,6,75000,Dealer,Diesel,Manual,23.0,1396,90.0,5,520000,0
4676,Datsun RediGO,Datsun,RediGO,1,1001,Dealer,Petrol,Automatic,23.0,999,67.0,5,425000,3
4677,Maruti Ciaz,Maruti,Ciaz,4,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000,0
4678,Hyundai Creta,Hyundai,Creta,4,66000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1199000,3
4679,Hyundai Grand,Hyundai,Grand,6,78389,Dealer,Diesel,Manual,24.0,1120,70.0,5,540000,0
4680,Hyundai i20,Hyundai,i20,6,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000,0
4681,Hyundai i20,Hyundai,i20,2,20000,Individual,Petrol,Manual,18.6,1197,81.86,5,630000,3
4682,Maruti Swift Dzire,Maruti,Swift Dzire,1,22200,Dealer,Diesel,Automatic,28.4,1248,74.02,5,790000,0
4683,Honda Jazz,Honda,Jazz,6,82000,Dealer,Diesel,Manual,27.3,1498,98.6,5,475000,0
4684,Honda Amaze,Honda,Amaze,2,8345,Individual,Petrol,Automatic,19.0,1199,88.76,5,750000,3
4685,Maruti Swift,Maruti,Swift,8,54000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000,0
4686,Hyundai Grand,Hyundai,Grand,4,37903,Dealer,Petrol,Manual,18.9,1197,81.86,5,643000,3
4687,Maruti Celerio,Maruti,Celerio,6,71500,Dealer,Petrol,Manual,23.1,998,67.04,5,295000,2
4688,Maruti Swift Dzire,Maruti,Swift Dzire,6,72000,Dealer,Diesel,Manual,26.59,1248,74.0,5,695000,0
4689,Hyundai Grand,Hyundai,Grand,5,5000,Individual,Diesel,Manual,24.0,1120,70.0,5,535000,0
4690,Renault Duster,Renault,Duster,8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,450000,0
4691,Volkswagen Polo,Volkswagen,Polo,8,83500,Dealer,Diesel,Manual,15.11,1598,103.6,5,465000,0
4692,Hyundai i20,Hyundai,i20,8,30000,Dealer,Diesel,Manual,21.9,1396,90.0,5,400000,0
4694,Hyundai Grand,Hyundai,Grand,5,21689,Dealer,Petrol,Automatic,18.9,1197,82.0,5,600000,3
4695,Maruti Swift,Maruti,Swift,3,13300,Individual,Petrol,Manual,22.0,1197,81.8,5,650000,3
4696,Tata Tiago,Tata,Tiago,2,20000,Individual,Petrol,Automatic,23.84,1199,83.83,5,540000,3
4697,Hyundai i10,Hyundai,i10,13,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,175000,2
4698,Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000,0
4699,Honda City,Honda,City,2,20000,Individual,Petrol,Manual,17.4,1497,117.6,5,1075000,3
4700,Hyundai i10,Hyundai,i10,11,48216,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000,2
4701,Hyundai Verna,Hyundai,Verna,6,115958,Dealer,Diesel,Manual,22.32,1582,126.3,5,550000,1
4702,Hyundai i10,Hyundai,i10,9,36000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000,2
4703,Hyundai i20,Hyundai,i20,2,6258,Dealer,Petrol,Automatic,17.4,1197,81.86,5,775000,3
4704,Ford Figo,Ford,Figo,6,120000,Individual,Diesel,Manual,20.0,1399,68.05,5,360000,0
4705,Volkswagen Polo,Volkswagen,Polo,4,25000,Individual,Diesel,Manual,20.14,1498,88.0,5,750000,0
4706,Renault Duster,Renault,Duster,4,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,730000,0
4707,Hyundai i20,Hyundai,i20,8,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5,435000,0
4708,Mahindra XUV500,Mahindra,XUV500,9,138489,Dealer,Diesel,Manual,15.1,2179,140.0,7,500000,1
4709,Maruti Swift,Maruti,Swift,4,21000,Dealer,Petrol,Manual,20.4,1197,83.11,5,495000,3
4710,Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,350000,0
4711,Maruti Swift,Maruti,Swift,13,85000,Dealer,Diesel,Manual,17.8,1248,75.0,5,275000,0
4713,Maruti Alto,Maruti,Alto,7,80000,Individual,Petrol,Manual,23.95,998,67.05,5,270000,2
4714,Maruti Vitara,Maruti,Vitara,4,64500,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000,0
4715,Hyundai i10,Hyundai,i10,11,171289,Individual,Petrol,Manual,20.36,1197,78.9,5,230000,0
4716,Mahindra XUV500,Mahindra,XUV500,7,110000,Individual,Diesel,Manual,15.1,2179,140.0,7,750000,1
4717,Maruti Baleno,Maruti,Baleno,5,23243,Dealer,Petrol,Manual,21.4,1197,83.1,5,687000,3
4718,Hyundai i10,Hyundai,i10,11,69000,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000,2
4719,Honda City,Honda,City,3,8600,Individual,Petrol,Manual,17.4,1497,117.6,5,970000,3
4720,Maruti Ciaz,Maruti,Ciaz,6,30000,Individual,Diesel,Manual,28.09,1248,88.5,5,750000,0
4721,Hyundai i10,Hyundai,i10,12,56700,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000,2
4722,Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Automatic,24.04,999,67.0,5,430000,3
4723,Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000,0
4724,Hyundai i20,Hyundai,i20,2,9000,Dealer,Petrol,Manual,17.19,1197,81.86,5,675000,3
4725,Hyundai Grand,Hyundai,Grand,5,64300,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000,0
4726,Maruti Swift,Maruti,Swift,6,68297,Dealer,Diesel,Manual,25.2,1248,74.0,5,650000,0
4727,Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.6,5,1050000,3
4728,Hyundai Verna,Hyundai,Verna,10,41600,Dealer,Petrol,Manual,16.2,1599,103.2,5,459000,2
4729,Maruti Swift,Maruti,Swift,2,14000,Individual,Petrol,Automatic,21.21,1197,81.8,5,690000,3
4730,Tata Harrier,Tata,Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1500000,1
4731,Toyota Innova,Toyota,Innova,4,14000,Dealer,Diesel,Automatic,13.68,2393,147.51,7,2200000,1
4732,Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,290000,3
4733,Maruti Wagon R,Maruti,Wagon R,6,62400,Dealer,Petrol,Manual,18.9,998,67.1,5,370000,2
4734,Hyundai i10,Hyundai,i10,12,39054,Dealer,Petrol,Manual,19.81,1086,68.05,5,250000,2
4735,Maruti Alto,Maruti,Alto,4,21444,Dealer,Petrol,Manual,24.7,796,47.3,5,311000,3
4736,Jeep Compass,Jeep,Compass,3,42000,Individual,Diesel,Manual,17.1,1956,170.0,5,1700000,1
4737,Mahindra XUV500,Mahindra,XUV500,7,65436,Dealer,Diesel,Manual,15.1,2179,140.0,7,900000,1
4738,Mahindra Scorpio,Mahindra,Scorpio,14,76600,Dealer,Diesel,Manual,10.5,2179,120.0,7,375000,1
4739,Maruti Swift,Maruti,Swift,9,140000,Individual,Diesel,Manual,22.9,1248,74.0,5,340000,0
4740,Toyota Innova,Toyota,Innova,13,132838,Individual,Diesel,Manual,12.8,2494,102.0,8,400000,1
4741,Maruti Swift Dzire,Maruti,Swift Dzire,7,50000,Individual,Diesel,Manual,23.4,1248,74.0,5,490000,0
4742,Maruti Wagon R,Maruti,Wagon R,4,14000,Dealer,Petrol,Manual,21.5,1197,81.8,5,445000,3
4743,Honda WR-V,Honda,WR-V,4,20000,Individual,Petrol,Manual,17.5,1199,88.7,5,850000,3
4744,Hyundai Santro,Hyundai,Santro,1,1780,Individual,Petrol,Manual,20.3,1086,68.07,5,520000,3
4745,Maruti Swift,Maruti,Swift,9,123000,Individual,Diesel,Manual,22.9,1248,74.0,5,475000,0
4746,Hyundai i10,Hyundai,i10,5,38156,Dealer,Petrol,Manual,19.81,1086,68.05,5,463000,2
4747,Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Manual,23.01,999,67.0,5,400000,3
4748,Hyundai i10,Hyundai,i10,6,21000,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000,3
4749,Maruti Swift,Maruti,Swift,8,67379,Dealer,Diesel,Manual,22.9,1248,74.0,5,380000,0
4750,Honda Amaze,Honda,Amaze,3,11000,Dealer,Petrol,Manual,17.8,1198,86.7,5,690000,3
4751,Hyundai Grand,Hyundai,Grand,4,24000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,499000,3
4752,Hyundai i20,Hyundai,i20,5,73575,Individual,Petrol,Manual,18.6,1197,81.83,5,450000,2
4753,Maruti Ertiga,Maruti,Ertiga,3,40000,Individual,Petrol,Manual,17.5,1373,91.1,7,650000,0
4754,Honda WR-V,Honda,WR-V,3,19000,Individual,Petrol,Manual,17.5,1199,88.7,5,835000,3
4755,Honda City,Honda,City,3,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,940000,3
4756,Hyundai Grand,Hyundai,Grand,6,80000,Dealer,Diesel,Manual,24.0,1120,70.0,5,520000,0
4758,Nissan X-Trail,Nissan,X-Trail,10,110000,Individual,Diesel,Manual,14.42,1995,147.6,5,1100000,1
4759,Mahindra XUV500,Mahindra,XUV500,7,150000,Individual,Diesel,Manual,15.1,2179,140.0,7,725000,1
4760,Skoda Rapid,Skoda,Rapid,4,10000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,1120000,3
4761,Maruti Baleno,Maruti,Baleno,5,72000,Dealer,Diesel,Manual,27.39,1248,74.0,5,675000,0
4762,Skoda Superb,Skoda,Superb,10,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,725000,1
4763,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,22.54,1396,88.73,5,530000,0
4764,Toyota Innova,Toyota,Innova,13,185000,Dealer,Diesel,Manual,12.8,2494,102.0,7,710000,1
4765,Hyundai i20,Hyundai,i20,9,72200,Dealer,Diesel,Manual,21.9,1396,90.0,5,465000,0
4766,Mahindra XUV500,Mahindra,XUV500,6,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000,1
4767,Hyundai i20,Hyundai,i20,6,18745,Dealer,Petrol,Manual,18.6,1197,81.83,5,535000,3
4768,Ford Ecosport,Ford,Ecosport,4,120000,Individual,Diesel,Manual,22.77,1498,98.59,5,680000,0
4769,Maruti Wagon R,Maruti,Wagon R,6,20365,Dealer,Petrol,Automatic,20.51,998,67.0,5,400000,3
4770,Honda Amaze,Honda,Amaze,2,20000,Individual,Petrol,Manual,19.5,1199,88.76,5,615000,3
4771,Honda Amaze,Honda,Amaze,7,36001,Dealer,Diesel,Manual,25.8,1498,98.6,5,485000,0
4772,Honda WR-V,Honda,WR-V,3,25000,Individual,Diesel,Manual,25.5,1498,98.6,5,900000,0
4773,Ford Ecosport,Ford,Ecosport,4,45400,Dealer,Petrol,Manual,18.88,999,123.24,5,700000,3
4774,Mahindra XUV500,Mahindra,XUV500,11,94000,Dealer,Diesel,Manual,16.0,2179,140.0,7,695000,1
4775,Audi A4,Audi,A4,6,84000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,1950000,1
4776,BMW 5,BMW,5,9,85000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1525000,1
4777,Honda City,Honda,City,5,65000,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000,3
4778,Maruti Swift Dzire,Maruti,Swift Dzire,9,153000,Dealer,Diesel,Manual,23.4,1248,74.0,5,380000,0
4779,Mahindra Scorpio,Mahindra,Scorpio,2,40000,Individual,Diesel,Manual,16.36,2179,120.0,7,1200000,1
4780,Mahindra Scorpio,Mahindra,Scorpio,5,48000,Dealer,Diesel,Manual,15.4,1997,120.0,7,990000,1
4781,Maruti Swift,Maruti,Swift,9,40000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000,0
4782,Hyundai Grand,Hyundai,Grand,5,100000,Individual,Petrol,Manual,18.9,1197,82.0,5,430000,2
4783,Ford Aspire,Ford,Aspire,4,24000,Dealer,Diesel,Manual,25.83,1498,99.0,5,690000,0
4784,Hyundai Grand,Hyundai,Grand,7,15408,Dealer,Petrol,Manual,18.9,1197,81.86,5,470000,3
4785,Honda Jazz,Honda,Jazz,6,39800,Dealer,Petrol,Manual,18.7,1199,88.7,5,585000,3
4786,Datsun RediGO,Datsun,RediGO,4,45138,Dealer,Petrol,Manual,22.5,999,67.0,5,322000,2
4787,Toyota Fortuner,Toyota,Fortuner,3,60000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000,1
4788,Hyundai Creta,Hyundai,Creta,4,63000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000,0
4790,Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000,2
4791,Hyundai Grand,Hyundai,Grand,4,19000,Individual,Petrol,Manual,18.9,1197,82.0,5,560000,3
4792,Maruti Swift Dzire,Maruti,Swift Dzire,7,85000,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000,0
4793,Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Automatic,28.4,1248,74.0,5,793000,0
4794,Hyundai i20,Hyundai,i20,2,40000,Individual,Diesel,Manual,22.54,1396,88.76,5,725000,0
4795,Tata Tiago,Tata,Tiago,3,42000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000,3
4796,Mahindra Marazzo,Mahindra,Marazzo,3,45906,Individual,Diesel,Manual,17.3,1497,121.0,7,1200000,1
4797,Hyundai i20,Hyundai,i20,4,39000,Individual,Petrol,Manual,18.6,1197,81.83,5,570000,3
4798,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,475000,2
4799,Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000,3
4800,Maruti Swift Dzire,Maruti,Swift Dzire,5,29456,Dealer,Petrol,Manual,17.5,1197,85.8,5,550000,3
4801,Honda WR-V,Honda,WR-V,3,33000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000,3
4803,Hyundai i10,Hyundai,i10,8,60343,Dealer,LPG,Manual,19.0,1086,68.1,5,403000,1
4805,Skoda Octavia,Skoda,Octavia,6,89000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1295000,1
4806,Volvo XC,Volvo,XC,8,122000,Dealer,Diesel,Automatic,11.1,2400,200.0,7,2450000,1
4807,Maruti Ignis,Maruti,Ignis,3,25000,Individual,Petrol,Automatic,20.89,1197,81.8,5,580000,3
4808,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,67.04,5,380000,2
4809,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,690000,0
4810,Hyundai Santro,Hyundai,Santro,10,74000,Dealer,LPG,Manual,13.45,1086,62.1,5,250000,1
4811,Hyundai i20,Hyundai,i20,9,68000,Dealer,Diesel,Manual,21.9,1396,88.8,5,370000,0
4812,Maruti Wagon R,Maruti,Wagon R,13,105379,Dealer,CNG,Manual,26.6,998,58.16,5,219000,0
4813,Hyundai i20,Hyundai,i20,8,50000,Individual,Diesel,Manual,21.9,1396,88.8,5,420000,0
4814,Honda City,Honda,City,11,115000,Individual,Petrol,Manual,17.0,1497,118.0,5,375000,0
4815,Honda City,Honda,City,6,80000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,0
4816,Hyundai Verna,Hyundai,Verna,7,80000,Individual,Petrol,Automatic,17.1,1591,121.4,5,630000,3
4817,Toyota Innova,Toyota,Innova,5,60000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000,1
4818,Hyundai Grand,Hyundai,Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000,3
4819,Hyundai Creta,Hyundai,Creta,2,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,1150000,0
4820,Renault KWID,Renault,KWID,6,19000,Dealer,Petrol,Manual,20.71,799,53.26,5,335000,3
4821,Honda Amaze,Honda,Amaze,1,10000,Individual,Petrol,Manual,18.6,1199,88.76,5,680000,3
4822,Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,0
4823,Maruti Alto,Maruti,Alto,15,100000,Individual,Petrol,Manual,19.7,796,46.3,5,62000,2
4824,Maruti Alto,Maruti,Alto,9,79000,Dealer,Petrol,Manual,19.7,796,46.3,5,200000,2
4825,Tata Safari,Tata,Safari,13,150000,Individual,Diesel,Manual,11.57,2179,138.1,7,300000,1
4826,Volkswagen Vento,Volkswagen,Vento,3,33000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,925000,0
4827,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,787000,0
4828,Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,700000,3
4829,Maruti Baleno,Maruti,Baleno,2,16780,Dealer,Petrol,Manual,21.01,1197,81.8,5,695000,3
4830,Hyundai Grand,Hyundai,Grand,2,5000,Individual,Diesel,Manual,24.0,1186,73.97,5,590000,0
4831,Honda Amaze,Honda,Amaze,5,62156,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000,0
4832,Hyundai Verna,Hyundai,Verna,3,30000,Individual,Petrol,Manual,17.0,1591,121.3,5,850000,3
4833,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,23.0,1396,90.0,5,600000,0
4834,Maruti Wagon R,Maruti,Wagon R,6,17205,Dealer,Petrol,Manual,20.51,998,67.04,5,400000,3
4835,Maruti Wagon R,Maruti,Wagon R,9,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,285000,2
4836,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,351000,2
4837,Hyundai Santro,Hyundai,Santro,2,7395,Dealer,Petrol,Manual,20.3,1086,68.0,5,480000,3
4838,Maruti Celerio,Maruti,Celerio,3,10000,Individual,Petrol,Automatic,21.63,998,67.0,5,510000,3
4839,Maruti Baleno,Maruti,Baleno,5,60150,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000,3
4840,Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248,74.0,5,680000,0
4842,Ford Ecosport,Ford,Ecosport,7,40000,Individual,Petrol,Manual,15.8,1499,110.0,5,500000,2
