,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
3572,Maruti Alto,Maruti,Alto,3,35000,Individual,Petrol,Manual,23.95,998,67.1,5,350000,1
3574,Maruti Swift,Maruti,Swift,7,14800,Dealer,Petrol,Manual,21.21,1197,81.8,5,495000,0
3575,Honda WR-V,Honda,WR-V,4,59934,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000,0
3576,Renault KWID,Renault,KWID,6,43719,Dealer,Petrol,Manual,22.3,799,53.26,5,245000,0
3577,Skoda Rapid,Skoda,Rapid,9,93000,Dealer,Petrol,Manual,15.0,1598,103.52,5,350000,0
3578,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,390000,0
3579,Honda CR-V,Honda,CR-V,6,80000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,1290000,0
3580,Maruti Ertiga,Maruti,Ertiga,7,54000,Dealer,CNG,Manual,22.8,1373,80.9,7,675000,2
3581,Mahindra Scorpio,Mahindra,Scorpio,6,55496,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000,2
3582,Hyundai Verna,Hyundai,Verna,7,65706,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000,0
3583,Maruti Swift,Maruti,Swift,3,41000,Individual,Petrol,Manual,22.0,1197,81.8,5,574000,1
3584,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,24500,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000,0
3585,Hyundai i20,Hyundai,i20,3,20000,Individual,Petrol,Manual,18.6,1197,81.86,5,650000,1
3586,Maruti Alto,Maruti,Alto,9,55294,Individual,Petrol,Manual,20.92,998,67.1,5,251000,1
3587,Kia Carnival,Kia,Carnival,1,3000,Dealer,Diesel,Automatic,14.11,2199,197.2,9,3000000,2
3588,Hyundai i10,Hyundai,i10,11,75000,Dealer,Petrol,Manual,19.81,1086,68.05,5,270000,0
3589,Honda City,Honda,City,5,80634,Dealer,Petrol,Automatic,18.0,1497,117.3,5,770000,0
3590,Skoda Rapid,Skoda,Rapid,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000,0
3591,Ford Ecosport,Ford,Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000,0
3592,Skoda Rapid,Skoda,Rapid,8,60000,Dealer,Diesel,Manual,20.5,1598,103.5,5,280000,0
3593,Maruti Wagon R,Maruti,Wagon R,13,108000,Individual,LPG,Manual,17.3,1061,57.5,5,175000,0
3594,Hyundai i20,Hyundai,i20,9,113000,Individual,Diesel,Manual,23.0,1396,90.0,5,450000,0
3595,Maruti Swift Dzire,Maruti,Swift Dzire,4,23000,Dealer,Petrol,Manual,20.85,1197,83.14,5,525000,0
3596,Maruti Baleno,Maruti,Baleno,3,14000,Dealer,Diesel,Manual,27.39,1248,74.0,5,730000,0
3597,Honda City,Honda,City,4,49000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,970000,0
3598,Maruti Alto,Maruti,Alto,5,48000,Dealer,Petrol,Manual,23.95,998,67.05,5,311000,0
3599,Volkswagen Vento,Volkswagen,Vento,10,42722,Dealer,Diesel,Manual,20.54,1598,103.6,5,525000,0
3600,Hyundai i20,Hyundai,i20,6,98000,Dealer,Diesel,Manual,23.0,1396,90.0,5,625000,0
3601,Honda City,Honda,City,6,34235,Dealer,Petrol,Manual,17.8,1497,117.3,5,600000,0
3602,Maruti Alto,Maruti,Alto,2,8000,Dealer,Petrol,Manual,22.05,796,47.3,5,335000,0
3603,Maruti Alto,Maruti,Alto,3,10000,Individual,Petrol,Manual,23.95,998,67.05,5,320000,1
3604,Maruti Alto,Maruti,Alto,5,42540,Dealer,Petrol,Manual,22.74,796,47.3,5,290000,0
3605,Audi A6,Audi,A6,7,52000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1900000,0
3606,Skoda Rapid,Skoda,Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,510000,0
3607,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,250000,1
3608,MG Hector,MG,Hector,2,6231,Dealer,Petrol,Automatic,13.96,1451,141.0,5,1630000,0
3609,Hyundai i20,Hyundai,i20,5,38900,Individual,Petrol,Manual,18.6,1197,81.83,5,580000,1
3610,Maruti Ertiga,Maruti,Ertiga,8,72000,Dealer,Diesel,Manual,25.47,1248,88.5,7,475000,2
3611,Toyota Fortuner,Toyota,Fortuner,3,60000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000,2
3612,Datsun GO,Datsun,GO,6,14000,Dealer,Petrol,Automatic,18.57,1198,76.43,7,265000,2
3613,Ford Aspire,Ford,Aspire,4,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,500000,0
3614,Datsun RediGO,Datsun,RediGO,3,25000,Individual,Petrol,Manual,22.7,799,53.64,5,250000,1
3615,Maruti Swift Dzire,Maruti,Swift Dzire,5,46800,Dealer,Petrol,Manual,20.85,1197,83.14,5,485000,0
3616,Mahindra Scorpio,Mahindra,Scorpio,5,44000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1050000,2
3617,Hyundai Grand,Hyundai,Grand,4,7500,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000,0
3618,Toyota Innova,Toyota,Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,7,430000,2
3619,Hyundai i20,Hyundai,i20,6,24000,Dealer,Diesel,Manual,23.0,1396,90.0,5,660000,0
3620,Maruti Alto,Maruti,Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000,0
3621,Hyundai i20,Hyundai,i20,4,68678,Dealer,Diesel,Manual,21.19,1396,88.76,5,751000,0
3622,Honda WR-V,Honda,WR-V,4,40000,Individual,Diesel,Manual,25.5,1498,98.6,5,775000,0
3623,Toyota Innova,Toyota,Innova,8,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,925000,2
3624,Maruti Wagon R,Maruti,Wagon R,7,76470,Dealer,Petrol,Manual,20.51,998,67.04,5,310000,0
3625,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,56000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,4500000,0
3626,Hyundai i20,Hyundai,i20,6,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,526000,0
3627,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,13.5,2179,115.0,5,400000,0
3628,Hyundai i20,Hyundai,i20,2,3000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000,1
3629,Maruti Wagon R,Maruti,Wagon R,10,76239,Dealer,LPG,Manual,26.2,998,58.2,5,260000,0
3630,Volkswagen Vento,Volkswagen,Vento,7,76500,Individual,Diesel,Manual,20.34,1498,103.2,5,400000,0
3631,Maruti Swift,Maruti,Swift,4,75823,Dealer,Diesel,Manual,28.4,1248,74.0,5,635000,0
3632,Mahindra XUV500,Mahindra,XUV500,2,31000,Individual,Diesel,Manual,15.1,2179,152.87,7,1450000,2
3633,Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000,0
3634,Honda Civic,Honda,Civic,15,100000,Individual,Petrol,Manual,13.5,1799,130.0,5,120000,1
3635,Mahindra Scorpio,Mahindra,Scorpio,6,83000,Dealer,Diesel,Manual,15.4,1997,120.0,7,850000,2
3636,Toyota Fortuner,Toyota,Fortuner,4,70000,Individual,Diesel,Manual,14.24,2755,174.5,7,2800000,2
3637,Hyundai Venue,Hyundai,Venue,2,19500,Dealer,Petrol,Automatic,18.15,998,118.35,5,1100000,0
3638,Ford Ecosport,Ford,Ecosport,6,52000,Dealer,Diesel,Manual,22.77,1498,98.59,5,795000,0
3639,Maruti Swift,Maruti,Swift,7,42120,Dealer,Petrol,Manual,18.6,1197,85.8,5,470000,0
3640,Honda City,Honda,City,12,60000,Dealer,Petrol,Manual,17.0,1497,118.0,5,255000,0
3642,Kia Seltos,Kia,Seltos,2,7982,Dealer,Petrol,Manual,16.8,1497,113.4,5,1180000,0
3643,Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,685000,0
3644,Tata Tiago,Tata,Tiago,5,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000,1
3645,Maruti Swift Dzire,Maruti,Swift Dzire,8,47500,Individual,Diesel,Manual,23.4,1248,74.0,5,625000,0
3646,Mahindra Scorpio,Mahindra,Scorpio,7,155000,Individual,Diesel,Manual,12.05,2179,120.0,8,590000,2
3647,Jaguar XF,Jaguar,XF,9,110000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,2250000,0
3648,Mahindra XUV500,Mahindra,XUV500,2,99000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1175000,2
3650,Renault KWID,Renault,KWID,4,35500,Dealer,Petrol,Manual,25.17,799,53.3,5,295000,0
3651,BMW 3,BMW,3,7,52500,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1875000,0
3652,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,690000,0
3653,Honda Amaze,Honda,Amaze,6,44000,Dealer,Diesel,Manual,25.8,1498,98.6,5,600000,0
3654,Maruti Wagon R,Maruti,Wagon R,4,16000,Individual,Petrol,Manual,20.51,998,67.04,5,425000,1
3655,Hyundai i10,Hyundai,i10,12,95721,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000,0
3656,Ford Ecosport,Ford,Ecosport,7,54000,Dealer,Diesel,Manual,22.7,1498,89.84,5,520000,0
3657,Kia Seltos,Kia,Seltos,2,5000,Individual,Diesel,Manual,20.8,1493,113.4,5,1549000,0
3658,Maruti Ignis,Maruti,Ignis,3,30000,Dealer,Petrol,Manual,20.89,1197,81.8,5,570000,0
3659,Toyota Innova,Toyota,Innova,8,173758,Dealer,Diesel,Manual,12.99,2494,100.6,7,925000,2
3660,Maruti Swift,Maruti,Swift,6,31200,Individual,Petrol,Manual,20.4,1197,81.8,5,400000,1
3661,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,40000,Individual,Diesel,Automatic,13.0,2143,204.0,5,2070000,0
3662,Hyundai Santro,Hyundai,Santro,13,90000,Individual,Petrol,Manual,17.92,1086,62.1,5,160000,1
3663,Honda Jazz,Honda,Jazz,6,61000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000,0
3664,Maruti Swift Dzire,Maruti,Swift Dzire,2,30000,Dealer,Diesel,Manual,28.4,1248,74.02,5,780000,0
3666,Jaguar XF,Jaguar,XF,7,67000,Individual,Diesel,Automatic,16.36,2179,187.7,5,1900000,0
3667,Honda City,Honda,City,5,70900,Dealer,Petrol,Manual,17.0,1497,118.0,5,625000,0
3668,Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,23.95,998,67.05,5,306000,1
3669,Hyundai i20,Hyundai,i20,5,70800,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000,0
3670,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000,0
3671,Volkswagen Polo,Volkswagen,Polo,4,37450,Dealer,Petrol,Automatic,17.21,1197,103.5,5,895000,0
3672,Honda Amaze,Honda,Amaze,5,46000,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000,0
3673,Maruti Swift,Maruti,Swift,15,67000,Dealer,Petrol,Manual,16.1,1298,88.2,5,160000,0
3674,Hyundai Verna,Hyundai,Verna,6,39000,Dealer,Petrol,Manual,17.01,1591,121.4,5,625000,0
3675,Land Rover Rover,Land Rover,Rover,10,78000,Dealer,Diesel,Automatic,11.49,4367,335.3,5,3400000,0
3676,Hyundai Verna,Hyundai,Verna,6,70000,Individual,Diesel,Manual,23.9,1582,126.2,5,625000,0
3677,Skoda Rapid,Skoda,Rapid,5,49000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,660000,0
3678,Honda City,Honda,City,12,56000,Dealer,Petrol,Manual,17.0,1497,118.0,5,260000,0
3679,Tata Tigor,Tata,Tigor,2,60000,Individual,Diesel,Manual,24.7,1047,69.0,5,700000,0
3680,Renault KWID,Renault,KWID,3,33124,Dealer,Petrol,Manual,25.17,799,53.3,5,335000,0
3681,Maruti Dzire VXI,Maruti,Dzire VXI,12,91200,Dealer,Petrol,Manual,23.26,1197,88.5,5,280000,0
3682,Hyundai i20,Hyundai,i20,5,65000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000,0
3683,Maruti Alto,Maruti,Alto,13,100000,Individual,Petrol,Manual,19.7,796,46.3,5,80000,1
3684,Mahindra Scorpio,Mahindra,Scorpio,13,120000,Individual,Diesel,Manual,10.5,2609,120.0,9,300000,2
3685,Honda Jazz,Honda,Jazz,3,45002,Dealer,Petrol,Manual,18.2,1199,88.7,5,650000,0
3686,Hyundai Santro,Hyundai,Santro,1,3000,Individual,Petrol,Manual,20.3,1086,68.07,5,380000,1
3687,Jeep Compass,Jeep,Compass,3,20000,Individual,Petrol,Manual,16.0,1368,160.0,5,1472000,1
3688,Tata Safari,Tata,Safari,10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,218000,2
3689,Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000,1
3690,Mahindra XUV500,Mahindra,XUV500,3,20306,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1899000,2
3691,Hyundai i20,Hyundai,i20,11,97845,Dealer,Diesel,Manual,21.27,1396,88.76,5,320000,0
3692,Maruti Vitara,Maruti,Vitara,4,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,975000,0
3693,Toyota Innova,Toyota,Innova,4,68000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1450000,2
3694,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,480000,0
3695,Honda Amaze,Honda,Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,415000,0
3696,Honda City,Honda,City,15,89500,Dealer,Petrol,Manual,17.7,1497,78.0,5,249000,0
3697,Maruti Vitara,Maruti,Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,600000,0
3698,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,21000,Dealer,Diesel,Automatic,15.0,2143,204.0,5,2675000,0
3699,Hyundai Verna,Hyundai,Verna,3,3700,Dealer,Diesel,Manual,23.9,1582,126.2,5,1220000,0
3700,Hyundai i20,Hyundai,i20,7,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,485000,0
3701,Renault Duster,Renault,Duster,7,79600,Dealer,Diesel,Manual,20.45,1461,83.8,5,550000,0
3702,Maruti Ciaz,Maruti,Ciaz,6,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,565000,0
3703,Maruti Alto,Maruti,Alto,9,10000,Individual,Petrol,Manual,20.92,998,67.1,5,225000,1
3704,Maruti Wagon R,Maruti,Wagon R,11,80566,Dealer,Petrol,Manual,18.9,998,67.1,5,250000,0
3705,Honda WR-V,Honda,WR-V,3,18823,Trustmark Dealer,Petrol,Manual,17.5,1199,88.7,5,840000,0
3706,Maruti Swift,Maruti,Swift,7,74100,Dealer,Diesel,Manual,25.2,1248,74.0,5,451000,0
3707,Maruti Celerio,Maruti,Celerio,7,41248,Dealer,Petrol,Automatic,23.1,998,67.04,5,420000,0
3708,Maruti Ciaz,Maruti,Ciaz,5,69000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000,0
3709,Datsun GO,Datsun,GO,5,50000,Individual,Petrol,Manual,19.02,1198,67.05,7,310000,2
3710,Honda CR-V,Honda,CR-V,4,55000,Dealer,Petrol,Automatic,11.1,2354,158.8,5,1750000,0
3711,Tata Tiago,Tata,Tiago,5,17500,Individual,Diesel,Manual,27.28,1047,69.0,5,400000,0
3712,Hyundai i10,Hyundai,i10,9,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,400000,1
3713,Honda Amaze,Honda,Amaze,5,49000,Dealer,Petrol,Manual,17.8,1198,86.7,5,495000,0
3714,Hyundai Verna,Hyundai,Verna,8,59867,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000,0
3715,Hyundai i20,Hyundai,i20,11,90000,Individual,Diesel,Manual,23.0,1396,90.0,5,310000,0
3716,Hyundai i10,Hyundai,i10,8,40000,Dealer,Petrol,Manual,20.36,1197,78.9,5,315000,0
3717,Hyundai i20,Hyundai,i20,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,310000,0
3718,Maruti Ciaz,Maruti,Ciaz,2,11564,Dealer,Petrol,Manual,20.73,1373,91.1,5,895000,0
3719,Maruti Wagon R,Maruti,Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,350000,1
3720,Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,22.74,796,47.3,5,150000,1
3721,Maruti Alto,Maruti,Alto,6,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,235000,0
3722,Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000,0
3723,Maruti Ertiga,Maruti,Ertiga,9,57000,Individual,Petrol,Manual,16.02,1373,93.7,7,439000,2
3724,Hyundai Grand,Hyundai,Grand,4,47000,Dealer,Petrol,Manual,18.9,1197,81.86,5,555000,0
3725,Mahindra Thar,Mahindra,Thar,3,28500,Individual,Diesel,Manual,16.55,2498,105.0,6,950000,2
3726,Maruti Ertiga,Maruti,Ertiga,3,24812,Dealer,Diesel,Manual,25.47,1248,88.5,7,950000,2
3727,Honda City,Honda,City,7,47000,Dealer,Petrol,Manual,16.8,1497,116.3,5,510000,0
3728,Maruti Swift Dzire,Maruti,Swift Dzire,5,28117,Individual,Petrol,Manual,20.85,1197,83.14,5,615000,1
3729,Ford Endeavour,Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198,197.0,7,3000000,2
3730,Maruti Alto,Maruti,Alto,9,70450,Dealer,Petrol,Manual,23.95,998,67.05,5,289000,0
3731,Hyundai i20,Hyundai,i20,4,7500,Individual,Petrol,Manual,17.19,1197,81.86,5,660000,1
3732,Hyundai i20,Hyundai,i20,3,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,598000,1
3733,Maruti Celerio,Maruti,Celerio,7,40860,Dealer,Petrol,Manual,21.63,998,67.04,5,345000,0
3734,Tata Tiago,Tata,Tiago,4,39543,Dealer,Diesel,Manual,27.28,1047,69.0,5,485000,0
3735,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,71000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1185000,0
3736,Hyundai Grand,Hyundai,Grand,6,54507,Dealer,Petrol,Manual,18.9,1197,82.0,5,485000,0
3737,Mahindra Scorpio,Mahindra,Scorpio,8,71000,Dealer,Diesel,Manual,12.05,2179,120.0,8,820000,2
3738,Skoda Rapid,Skoda,Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,500000,0
3739,Skoda Rapid,Skoda,Rapid,5,50000,Dealer,Petrol,Manual,15.0,1598,103.52,5,570000,0
3740,Maruti Alto,Maruti,Alto,12,35000,Individual,Petrol,Manual,19.7,796,46.3,5,100000,1
3741,Maruti Swift,Maruti,Swift,14,65000,Dealer,Petrol,Manual,22.0,1197,81.8,5,170000,0
3742,Kia Seltos,Kia,Seltos,2,1200,Dealer,Diesel,Manual,20.8,1493,113.4,5,1675000,0
3743,Maruti Eeco,Maruti,Eeco,4,48000,Dealer,CNG,Manual,15.1,1196,73.0,5,421000,0
3744,Hyundai i20,Hyundai,i20,5,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000,0
3745,Maruti Alto,Maruti,Alto,5,6800,Individual,Petrol,Manual,24.7,796,47.3,5,300000,1
3746,Maruti Vitara,Maruti,Vitara,3,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000,0
3747,Ford Freestyle,Ford,Freestyle,1,3957,Dealer,Petrol,Manual,19.0,1194,94.68,5,570000,0
3748,Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000,1
3749,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,6,115000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3700000,2
3750,Mahindra KUV100,Mahindra,KUV100,3,65000,Individual,Petrol,Manual,18.15,1198,82.0,6,300000,2
3751,Mahindra KUV,Mahindra,KUV,4,94000,Individual,Petrol,Manual,18.15,1198,82.0,6,315000,2
3752,Hyundai Creta,Hyundai,Creta,5,54400,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5,980000,0
3753,Honda WR-V,Honda,WR-V,4,79000,Dealer,Petrol,Manual,17.5,1199,88.7,5,715000,0
3754,Hyundai Elantra,Hyundai,Elantra,8,67000,Dealer,Diesel,Manual,14.59,1493,113.42,5,575000,0
3755,Maruti Swift,Maruti,Swift,4,60000,Individual,Petrol,Manual,22.0,1197,81.8,5,445000,1
3756,Tata Safari,Tata,Safari,8,80000,Individual,Diesel,Manual,14.0,2179,138.1,7,750000,2
3757,Maruti Wagon R,Maruti,Wagon R,12,96547,Dealer,Petrol,Manual,18.9,1061,67.0,5,290000,0
3758,Hyundai i10,Hyundai,i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000,1
3759,Maruti Swift,Maruti,Swift,3,54100,Dealer,Diesel,Manual,22.9,1248,74.0,5,650000,0
3760,Toyota Innova,Toyota,Innova,6,69000,Dealer,Diesel,Manual,12.8,2494,102.0,8,925000,2
3761,Ford Ecosport,Ford,Ecosport,7,71425,Dealer,Diesel,Manual,22.7,1498,89.84,5,571000,0
3762,Maruti Ciaz,Maruti,Ciaz,3,19000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,950000,0
3763,Honda Amaze,Honda,Amaze,2,8700,Individual,Petrol,Manual,19.5,1199,88.76,5,750000,1
3764,Honda City,Honda,City,2,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000,0
3765,Mahindra Scorpio,Mahindra,Scorpio,2,20000,Individual,Diesel,Manual,15.4,2523,75.0,7,982000,2
3766,Maruti Baleno,Maruti,Baleno,4,61000,Dealer,Petrol,Manual,21.4,1197,83.1,5,525000,0
3767,Maruti Vitara,Maruti,Vitara,4,64500,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000,0
3768,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,380000,1
3769,Tata Tigor,Tata,Tigor,3,16000,Dealer,Petrol,Automatic,20.3,1199,84.0,5,545000,0
3770,Jaguar XF,Jaguar,XF,2,14000,Dealer,Diesel,Automatic,19.33,1999,177.0,5,4550000,0
3771,Jeep Compass,Jeep,Compass,4,29000,Dealer,Diesel,Manual,17.1,1956,170.0,5,1550000,0
3772,Hyundai Creta,Hyundai,Creta,6,52000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000,0
3773,Hyundai i10,Hyundai,i10,7,36971,Dealer,Petrol,Manual,19.81,1086,68.05,5,310000,0
3774,Skoda Superb,Skoda,Superb,11,37900,Dealer,Petrol,Automatic,13.7,1798,157.75,5,845000,0
3775,Maruti Swift,Maruti,Swift,4,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,615000,0
3776,Honda City,Honda,City,14,58641,Dealer,Petrol,Manual,17.7,1497,78.0,5,195000,0
3777,Maruti Swift,Maruti,Swift,14,70000,Individual,Diesel,Manual,17.8,1248,75.0,5,120000,0
3778,Mahindra XUV500,Mahindra,XUV500,3,23000,Individual,Diesel,Manual,15.1,2179,155.0,7,1600000,2
3779,Maruti Celerio,Maruti,Celerio,7,43500,Dealer,Petrol,Manual,23.1,998,67.04,5,319000,0
3780,Ford Ecosport,Ford,Ecosport,6,73000,Dealer,Diesel,Manual,22.77,1498,98.59,5,650000,0
3781,Maruti Ertiga,Maruti,Ertiga,4,51234,Dealer,Diesel,Manual,24.52,1248,88.5,7,881000,2
3782,Maruti Wagon R,Maruti,Wagon R,14,70000,Individual,Petrol,Manual,18.9,1061,67.0,5,80000,1
3783,Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000,1
3784,Hyundai i20,Hyundai,i20,10,160000,Individual,Diesel,Manual,21.9,1396,90.0,5,270000,0
3785,Tata Safari,Tata,Safari,6,80000,Dealer,Diesel,Manual,14.1,2179,147.94,5,675000,0
3786,Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,24.7,796,47.3,5,321000,1
3787,Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,780000,2
3788,Maruti Eeco,Maruti,Eeco,2,12000,Dealer,CNG,Manual,15.1,1196,73.0,5,420000,0
3789,Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000,0
3790,Maruti Swift Dzire,Maruti,Swift Dzire,6,140000,Individual,Diesel,Manual,26.59,1248,74.0,5,565000,0
3791,Toyota Innova,Toyota,Innova,7,70000,Dealer,Diesel,Manual,12.8,2494,102.0,8,740000,2
3792,Maruti Alto,Maruti,Alto,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,120000,1
3793,Maruti Swift,Maruti,Swift,8,45000,Dealer,Diesel,Manual,22.9,1248,74.0,5,500000,0
3794,Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,Petrol,Manual,18.9,998,67.1,5,235000,1
3795,Maruti Wagon R,Maruti,Wagon R,10,78000,Dealer,CNG,Manual,26.2,998,58.2,5,210000,0
3796,Maruti Alto,Maruti,Alto,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000,1
3797,Maruti Celerio,Maruti,Celerio,2,7000,Individual,Petrol,Manual,23.1,998,67.04,5,510000,1
3798,Volkswagen Polo,Volkswagen,Polo,7,59000,Dealer,Diesel,Manual,20.14,1498,88.5,5,490000,0
3799,Hyundai i10,Hyundai,i10,8,20000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,375000,0
3800,Maruti Swift Dzire,Maruti,Swift Dzire,4,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,580000,1
3801,Hyundai Creta,Hyundai,Creta,6,47000,Dealer,Petrol,Manual,15.8,1591,121.3,5,840000,0
3802,Ford Figo,Ford,Figo,6,58000,Individual,Petrol,Manual,18.16,1196,86.8,5,290000,1
3803,Maruti Baleno,Maruti,Baleno,2,15000,Individual,Petrol,Automatic,21.4,1197,83.1,5,770000,1
3804,Maruti Swift,Maruti,Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5,300000,0
3805,Honda Amaze,Honda,Amaze,2,13000,Dealer,Diesel,Automatic,21.0,1498,78.9,5,930000,0
3806,Hyundai Creta,Hyundai,Creta,5,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,999000,0
3807,Honda City,Honda,City,5,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,599000,0
3808,Ford Ecosport,Ford,Ecosport,4,39884,Dealer,Diesel,Manual,23.0,1498,98.96,5,880000,0
3809,Toyota Fortuner,Toyota,Fortuner,7,151768,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1550000,2
3810,BMW 6,BMW,6,8,30000,Dealer,Diesel,Automatic,9.52,2993,313.0,4,4100000,2
3811,Maruti Swift Dzire,Maruti,Swift Dzire,9,55000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000,0
3812,Hyundai i10,Hyundai,i10,9,47000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,300000,0
3813,Tata Tigor,Tata,Tigor,4,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,500000,1
