,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
4801,Ford Figo,Ford,Figo,9,49754,Dealer,Diesel,Manual,20.0,1399,68.0,5,169000,1
4802,Maruti Ertiga,Maruti,Ertiga,4,60000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000,2
4803,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,59000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,650000,0
4804,Maruti Wagon R,Maruti,Wagon R,11,60000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000,0
4805,Hyundai Elantra,Hyundai,Elantra,6,83000,Dealer,Diesel,Automatic,18.23,1582,126.2,5,841000,1
4806,Maruti Swift,Maruti,Swift,8,50000,Individual,Diesel,Manual,22.9,1248,74.0,5,420000,1
4807,Maruti Swift,Maruti,Swift,6,65122,Dealer,Diesel,Manual,28.4,1248,74.0,5,510000,1
4808,Volkswagen Polo,Volkswagen,Polo,5,76574,Dealer,Diesel,Manual,22.07,1199,73.9,5,650000,1
4809,Tata Tiago,Tata,Tiago,3,50000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000,1
4810,Maruti Celerio,Maruti,Celerio,4,24513,Dealer,Petrol,Manual,21.63,998,67.04,5,525000,0
4811,Renault KWID,Renault,KWID,2,8500,Dealer,Petrol,Automatic,24.04,999,67.0,5,425000,0
4812,Ford Figo,Ford,Figo,2,8073,Trustmark Dealer,Petrol,Manual,20.4,1194,94.93,5,575000,0
4813,Toyota Innova,Toyota,Innova,5,72000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1765000,2
4814,Renault Duster,Renault,Duster,7,43001,Dealer,Diesel,Manual,19.01,1461,108.45,5,449000,1
4815,Honda Amaze,Honda,Amaze,6,43251,Dealer,Diesel,Manual,25.8,1498,98.6,5,515000,1
4816,Datsun RediGO,Datsun,RediGO,3,14000,Dealer,Petrol,Automatic,23.0,999,67.0,5,349000,0
4817,Hyundai Verna,Hyundai,Verna,10,170000,Individual,Diesel,Manual,22.32,1582,126.3,5,370000,1
4818,Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000,0
4819,Audi A6,Audi,A6,5,58000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2675000,1
4820,Maruti Swift,Maruti,Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000,1
4821,Maruti Ertiga,Maruti,Ertiga,4,70000,Dealer,Diesel,Manual,24.52,1248,88.5,7,690000,2
4822,Hyundai i20,Hyundai,i20,7,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000,1
4823,Honda City,Honda,City,4,19900,Dealer,Petrol,Manual,17.8,1497,117.3,5,950000,0
4824,Maruti Alto,Maruti,Alto,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000,0
4825,Hyundai i20,Hyundai,i20,5,57000,Dealer,Petrol,Manual,17.19,1197,81.86,5,590000,0
4826,Ford Figo,Ford,Figo,9,120000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,1
4827,Ford Ecosport,Ford,Ecosport,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000,1
4828,Maruti Ertiga,Maruti,Ertiga,2,28000,Dealer,Diesel,Manual,24.2,1498,93.87,7,1075000,2
4829,Maruti Ertiga,Maruti,Ertiga,3,24000,Dealer,Petrol,Manual,19.34,1462,103.0,7,875000,2
4830,Maruti Baleno,Maruti,Baleno,4,14000,Dealer,Petrol,Manual,21.4,1197,83.1,5,637000,0
4831,Renault Duster,Renault,Duster,7,75000,Dealer,Diesel,Manual,20.45,1461,83.8,5,565000,1
4832,Mahindra Bolero,Mahindra,Bolero,5,62257,Dealer,Diesel,Manual,21.0,1498,74.96,7,680000,2
4833,Tata Nexon,Tata,Nexon,3,36000,Individual,Diesel,Manual,21.5,1497,108.5,5,1000000,1
4834,Maruti Swift,Maruti,Swift,6,49134,Dealer,Petrol,Manual,20.4,1197,81.8,5,450000,0
4835,Volkswagen Polo,Volkswagen,Polo,2,32000,Individual,Petrol,Manual,18.78,999,75.0,5,600000,0
4836,Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,568000,1
4837,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,51000,Dealer,Diesel,Automatic,12.0,2987,221.3,7,3100000,2
4838,Renault Duster,Renault,Duster,6,63000,Dealer,Diesel,Manual,20.45,1461,83.8,5,550000,1
4839,Hyundai i20,Hyundai,i20,7,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000,0
4840,Honda City,Honda,City,7,56954,Dealer,Diesel,Manual,26.0,1498,98.6,5,599000,1
4841,Hyundai Verna,Hyundai,Verna,3,28000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1150000,1
4842,BMW 7,BMW,7,7,38000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,4700000,2
4843,Maruti Ertiga,Maruti,Ertiga,7,26000,Dealer,Petrol,Manual,16.02,1373,93.7,7,530000,2
4844,Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000,0
4845,Maruti Ignis,Maruti,Ignis,3,10415,Dealer,Petrol,Manual,20.89,1197,81.8,5,491000,0
4846,Toyota Fortuner,Toyota,Fortuner,4,66000,Individual,Diesel,Manual,14.24,2755,174.5,7,2500000,2
4847,Toyota Innova,Toyota,Innova,9,121000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1250000,2
4848,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000,1
4849,Volkswagen Polo,Volkswagen,Polo,4,35000,Dealer,Petrol,Manual,16.2,1199,74.0,5,425000,0
4850,Maruti Ciaz,Maruti,Ciaz,5,49411,Individual,Diesel,Manual,28.09,1248,88.5,5,731000,1
4851,Maruti Alto,Maruti,Alto,6,52000,Dealer,Petrol,Manual,22.74,796,47.3,5,320000,0
4852,Hyundai Grand,Hyundai,Grand,7,56454,Dealer,Petrol,Manual,18.9,1197,82.0,5,375000,0
4853,Tata Tigor,Tata,Tigor,3,80000,Individual,Petrol,Manual,20.3,1199,84.0,5,450000,0
4854,Honda City,Honda,City,10,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000,0
4855,Jaguar XF,Jaguar,XF,7,67000,Individual,Diesel,Automatic,16.36,2179,187.7,5,1900000,1
4856,Tata Nexon,Tata,Nexon,3,87000,Dealer,Diesel,Manual,21.5,1497,108.5,5,735000,1
4857,Tata Hexa,Tata,Hexa,4,110000,Individual,Diesel,Manual,17.6,2179,147.94,7,950000,2
4858,Maruti Ciaz,Maruti,Ciaz,4,48000,Dealer,Diesel,Manual,28.09,1248,88.5,5,711000,1
4859,Hyundai i10,Hyundai,i10,12,56700,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000,0
4860,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,405000,0
4861,Renault Duster,Renault,Duster,6,145953,Dealer,Diesel,Manual,20.45,1461,83.8,5,650000,1
4862,Maruti Swift,Maruti,Swift,3,26000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,675000,0
4863,Maruti Swift Dzire,Maruti,Swift Dzire,8,35000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000,1
4864,Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000,0
4865,Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,750000,0
4866,Maruti Swift Dzire,Maruti,Swift Dzire,3,17000,Dealer,Petrol,Manual,21.21,1197,81.8,5,705000,0
4867,Hyundai Creta,Hyundai,Creta,4,50000,Individual,Petrol,Automatic,13.0,1591,121.3,5,1100000,0
4868,Maruti Swift,Maruti,Swift,2,14316,Trustmark Dealer,Petrol,Manual,21.21,1197,81.8,5,535000,0
4869,Hyundai i20,Hyundai,i20,12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,280000,0
4870,Ford Ecosport,Ford,Ecosport,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000,1
4871,Maruti Swift,Maruti,Swift,7,87832,Dealer,Diesel,Manual,25.2,1248,74.0,5,460000,1
4872,Mahindra Scorpio,Mahindra,Scorpio,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000,2
4873,Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,1330000,1
4874,Maruti Alto,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,254000,0
4875,Mahindra Scorpio,Mahindra,Scorpio,7,98000,Dealer,Diesel,Manual,12.05,2179,120.0,8,745000,2
4876,Hyundai i20,Hyundai,i20,9,32000,Dealer,Petrol,Manual,18.5,1197,80.0,5,350000,0
4877,Hyundai Santro,Hyundai,Santro,2,7395,Dealer,Petrol,Manual,20.3,1086,68.0,5,480000,0
4878,Hyundai i20,Hyundai,i20,5,50000,Dealer,Diesel,Manual,21.19,1396,88.73,5,550000,1
4879,Audi A6,Audi,A6,9,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1850000,1
4880,Honda Civic,Honda,Civic,2,1923,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2200000,0
4881,Ford Figo,Ford,Figo,5,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,270000,1
4882,Maruti Swift,Maruti,Swift,7,54000,Individual,Petrol,Manual,18.6,1197,85.8,5,411000,0
4883,Maruti Ciaz,Maruti,Ciaz,4,50000,Individual,Petrol,Automatic,19.12,1373,91.1,5,780000,0
4884,Honda WR-V,Honda,WR-V,3,22000,Dealer,Diesel,Manual,25.5,1498,98.6,5,895000,1
4885,Maruti Swift,Maruti,Swift,7,41305,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000,0
4886,Skoda Octavia,Skoda,Octavia,4,57000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1290000,1
4887,Hyundai Verna,Hyundai,Verna,7,80000,Individual,Petrol,Automatic,17.1,1591,121.4,5,630000,0
4888,Mahindra Scorpio,Mahindra,Scorpio,10,87563,Dealer,Diesel,Manual,12.05,2179,120.0,8,540000,2
4889,Maruti Ciaz,Maruti,Ciaz,4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000,1
4890,Audi A4,Audi,A4,7,85000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1450000,1
4891,Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Automatic,20.3,1086,68.0,5,558000,0
4892,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,CNG,Manual,19.0,1197,85.8,5,525000,1
4893,Maruti Alto,Maruti,Alto,10,59455,Dealer,Petrol,Manual,19.7,796,46.3,5,175000,0
4894,Mahindra XUV500,Mahindra,XUV500,7,86436,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000,2
4895,Maruti Swift,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000,1
4896,Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,20.63,1198,67.06,5,335000,0
4897,Hyundai Grand,Hyundai,Grand,5,6200,Individual,Petrol,Manual,18.9,1197,82.0,5,410000,0
4898,Tata Tiago,Tata,Tiago,4,39871,Dealer,Petrol,Manual,23.84,1199,84.0,5,460000,0
4899,Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,22.74,796,47.3,5,220000,0
4900,Maruti Celerio,Maruti,Celerio,3,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,350000,0
4901,Maruti Swift Dzire,Maruti,Swift Dzire,8,37000,Dealer,Petrol,Manual,19.1,1197,85.8,5,445000,0
4902,Toyota Innova,Toyota,Innova,4,167000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1695000,2
4903,Toyota Fortuner,Toyota,Fortuner,7,151768,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1550000,2
4904,Mahindra Scorpio,Mahindra,Scorpio,13,198000,Individual,Diesel,Manual,10.5,2179,120.0,7,350000,2
4905,Hyundai Creta,Hyundai,Creta,4,90000,Individual,Petrol,Manual,15.29,1591,121.3,5,1180000,0
4906,Hyundai Venue,Hyundai,Venue,2,14500,Dealer,Petrol,Manual,18.27,998,118.35,5,1025000,0
4907,Maruti Wagon R,Maruti,Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000,0
4908,Volkswagen Vento,Volkswagen,Vento,9,19519,Individual,Petrol,Manual,15.04,1598,103.6,5,347000,0
4909,Honda City,Honda,City,5,70333,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000,0
4910,Toyota Innova,Toyota,Innova,11,92626,Dealer,Petrol,Manual,12.4,1998,132.0,8,440000,0
4911,Maruti Dzire VXI,Maruti,Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,675000,0
4912,Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000,1
4913,Hyundai Santro,Hyundai,Santro,11,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000,0
4914,Volkswagen Vento,Volkswagen,Vento,6,52000,Dealer,Petrol,Manual,16.09,1598,103.2,5,495000,0
4915,Maruti Alto,Maruti,Alto,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,250000,0
4916,Mahindra XUV500,Mahindra,XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1700000,2
4917,Ford Ecosport,Ford,Ecosport,3,5000,Individual,Petrol,Manual,17.0,1497,121.36,5,850000,0
4918,Toyota Innova,Toyota,Innova,5,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1700000,2
4919,Renault KWID,Renault,KWID,4,70000,Individual,Petrol,Manual,25.17,799,53.3,5,270000,0
4920,Hyundai Grand,Hyundai,Grand,8,91468,Dealer,Diesel,Manual,24.0,1120,70.0,5,280000,1
4921,Hyundai i20,Hyundai,i20,5,60000,Individual,Diesel,Manual,21.19,1396,88.73,5,550000,1
4922,Hyundai Grand,Hyundai,Grand,4,48000,Dealer,Diesel,Manual,24.0,1120,70.0,5,395000,1
4923,Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Manual,23.95,998,67.1,5,340000,0
4924,Hyundai Grand,Hyundai,Grand,4,35000,Individual,CNG,Manual,18.9,1197,81.86,5,430000,1
4925,Honda Amaze,Honda,Amaze,2,2200,Dealer,Petrol,Automatic,18.1,1199,88.7,5,790000,0
4926,Maruti Swift,Maruti,Swift,3,35759,Dealer,Petrol,Automatic,22.0,1197,81.8,5,595000,0
4927,Hyundai Creta,Hyundai,Creta,5,42530,Dealer,Petrol,Manual,15.29,1591,121.3,5,825000,0
4928,Honda Amaze,Honda,Amaze,2,8000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,840000,0
4929,Toyota Innova,Toyota,Innova,6,75000,Dealer,Diesel,Manual,12.99,2494,100.0,7,970000,2
4930,Mahindra XUV500,Mahindra,XUV500,9,138489,Dealer,Diesel,Manual,15.1,2179,140.0,7,500000,2
4931,Renault KWID,Renault,KWID,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,410000,0
4932,Tata Tiago,Tata,Tiago,3,20000,Individual,Petrol,Manual,23.84,1199,84.0,5,440000,0
4933,Hyundai i10,Hyundai,i10,9,61685,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000,0
4934,Hyundai Grand,Hyundai,Grand,6,55000,Dealer,Petrol,Manual,18.9,1197,82.0,5,445000,0
4935,Mahindra Scorpio,Mahindra,Scorpio,9,85000,Dealer,Diesel,Manual,12.05,2179,120.0,7,599000,2
4936,Hyundai Santro,Hyundai,Santro,12,63000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000,0
4937,Maruti Baleno,Maruti,Baleno,5,4300,Individual,Petrol,Manual,21.4,1197,83.1,5,665000,0
4938,Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Dealer,Diesel,Manual,28.4,1248,74.02,5,650000,1
4939,Skoda Rapid,Skoda,Rapid,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,385000,1
4940,Hyundai Verna,Hyundai,Verna,8,70000,Individual,Diesel,Manual,22.32,1582,126.3,5,550000,1
4941,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,70000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,4100000,2
4942,Maruti Vitara,Maruti,Vitara,4,47000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000,1
4943,Renault KWID,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,330000,0
4944,Skoda Rapid,Skoda,Rapid,7,20353,Dealer,Diesel,Manual,20.5,1598,103.5,5,521000,1
4945,Honda Civic,Honda,Civic,14,20000,Individual,Petrol,Manual,13.5,1799,130.0,5,265000,0
4946,Renault KWID,Renault,KWID,3,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,460000,0
4947,Ford Figo,Ford,Figo,10,46132,Dealer,Petrol,Manual,15.6,1196,70.0,5,139000,0
4948,Maruti Swift,Maruti,Swift,9,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,499000,1
4949,Maruti Swift Dzire,Maruti,Swift Dzire,11,59117,Dealer,Petrol,Manual,17.5,1298,85.8,5,300000,0
4950,Maruti Alto,Maruti,Alto,4,9000,Dealer,Petrol,Manual,23.95,998,67.05,5,335000,0
4951,Toyota Fortuner,Toyota,Fortuner,6,112000,Individual,Diesel,Automatic,12.55,2982,168.5,7,1650000,2
4952,Hyundai i20,Hyundai,i20,11,110000,Individual,Diesel,Manual,23.0,1396,90.0,5,225000,1
4953,Maruti Swift Dzire,Maruti,Swift Dzire,4,74014,Dealer,Diesel,Manual,28.4,1248,74.02,5,669000,1
4954,Volkswagen Vento,Volkswagen,Vento,9,37000,Dealer,Petrol,Manual,15.04,1598,103.6,5,670000,0
4955,Maruti Celerio,Maruti,Celerio,5,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000,0
4956,Skoda Rapid,Skoda,Rapid,9,41900,Dealer,Petrol,Automatic,14.3,1598,105.0,5,350000,0
4957,Hyundai i20,Hyundai,i20,7,41000,Dealer,Petrol,Manual,18.5,1197,80.0,5,385000,0
4958,Hyundai Creta,Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,875000,1
4959,Hyundai Verna,Hyundai,Verna,8,104500,Individual,Diesel,Manual,22.32,1582,126.3,5,540000,1
4960,Hyundai Grand,Hyundai,Grand,6,13000,Individual,Petrol,Manual,18.9,1197,82.0,5,480000,0
4961,Maruti Swift,Maruti,Swift,7,74100,Dealer,Diesel,Manual,25.2,1248,74.0,5,451000,1
4962,Volkswagen Polo,Volkswagen,Polo,8,83500,Dealer,Diesel,Manual,15.11,1598,103.6,5,465000,1
4963,Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Individual,Petrol,Automatic,21.21,1197,81.8,5,630000,0
4964,Hyundai i20,Hyundai,i20,10,52846,Dealer,Petrol,Manual,17.0,1197,80.0,5,385000,0
4965,Hyundai Elantra,Hyundai,Elantra,5,32000,Dealer,Diesel,Automatic,18.23,1582,126.2,5,1375000,1
4966,Renault Duster,Renault,Duster,5,92370,Dealer,Diesel,Manual,19.01,1461,108.45,5,650000,1
4967,Maruti Swift,Maruti,Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,1
4968,Honda City,Honda,City,5,80634,Dealer,Petrol,Automatic,18.0,1497,117.3,5,770000,0
4969,Skoda Rapid,Skoda,Rapid,3,9570,Dealer,Petrol,Automatic,14.3,1598,103.2,5,1195000,0
4970,Maruti Swift,Maruti,Swift,13,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,220000,1
4971,Maruti Wagon R,Maruti,Wagon R,5,65000,Individual,CNG,Manual,26.6,998,58.16,5,315000,1
4972,Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000,0
4973,Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,21.4,1197,83.1,5,570000,0
4974,Honda Amaze,Honda,Amaze,8,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,1
4975,Ford Figo,Ford,Figo,10,160000,Individual,Diesel,Manual,20.0,1399,68.0,5,225000,1
4976,Renault Duster,Renault,Duster,3,32440,Dealer,Diesel,Manual,19.87,1461,83.8,5,850000,1
4977,Land Rover Rover,Land Rover,Rover,7,85000,Individual,Diesel,Automatic,12.35,2179,187.74,5,1800000,1
4978,Volkswagen Polo,Volkswagen,Polo,3,14000,Dealer,Petrol,Manual,18.24,999,108.62,5,655000,0
4979,Ford Ecosport,Ford,Ecosport,5,47935,Dealer,Petrol,Automatic,14.7,1496,120.69,5,865000,0
4980,Maruti Ertiga,Maruti,Ertiga,9,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,520000,2
4981,Renault KWID,Renault,KWID,5,24000,Dealer,Petrol,Manual,25.17,799,53.3,5,375000,0
4982,Hyundai i20,Hyundai,i20,2,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000,0
4983,Renault KWID,Renault,KWID,4,30000,Individual,Petrol,Automatic,24.04,999,67.0,5,320000,0
4984,Toyota Innova,Toyota,Innova,12,85500,Dealer,Diesel,Manual,12.8,2494,102.0,8,725000,2
4985,Mahindra Scorpio,Mahindra,Scorpio,13,71000,Dealer,Diesel,Manual,10.5,2609,120.0,7,390000,2
4986,Ford Ecosport,Ford,Ecosport,3,57000,Individual,Diesel,Manual,23.0,1498,98.96,5,950000,1
4987,Datsun GO,Datsun,GO,6,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,2
4988,Maruti Wagon R,Maruti,Wagon R,3,9945,Dealer,Petrol,Automatic,20.51,998,67.0,5,460000,0
4989,Honda City,Honda,City,12,75000,Dealer,Petrol,Manual,16.9,1497,100.0,5,340000,0
4990,Maruti Swift Dzire,Maruti,Swift Dzire,6,67000,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000,0
4991,Maruti Ertiga,Maruti,Ertiga,2,10000,Individual,Petrol,Manual,19.34,1462,103.0,7,940000,2
4992,Hyundai Elantra,Hyundai,Elantra,8,90000,Dealer,Petrol,Manual,16.3,1797,147.5,5,575000,0
4993,Honda Amaze,Honda,Amaze,2,8700,Individual,Petrol,Manual,19.5,1199,88.76,5,750000,0
4994,Maruti Swift,Maruti,Swift,6,30041,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000,0
4995,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,648000,1
4996,Maruti Swift,Maruti,Swift,6,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000,1
4997,Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,610000,1
4998,Maruti Ciaz,Maruti,Ciaz,2,1750,Trustmark Dealer,Petrol,Manual,20.65,1462,103.25,5,990000,0
4999,BMW 3,BMW,3,11,75000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,650000,0
5000,Maruti Swift Dzire,Maruti,Swift Dzire,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,570000,0
5001,Ford Ecosport,Ford,Ecosport,2,10370,Dealer,Petrol,Manual,17.0,1497,121.31,5,950000,0
5002,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,70000,Individual,Diesel,Automatic,11.5,2987,210.0,5,1800000,1
5003,Maruti Alto,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000,0
5004,Maruti Swift Dzire,Maruti,Swift Dzire,4,50907,Dealer,Diesel,Automatic,26.59,1248,74.0,5,680000,1
5005,Toyota Fortuner,Toyota,Fortuner,10,85000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1100000,2
5006,Renault KWID,Renault,KWID,6,60000,Dealer,Petrol,Manual,23.01,999,67.0,5,315000,0
5007,Mahindra Bolero,Mahindra,Bolero,11,120000,Individual,Diesel,Manual,13.6,2523,63.0,8,450000,2
5008,Ford Aspire,Ford,Aspire,4,24000,Dealer,Diesel,Manual,25.83,1498,99.0,5,690000,1
5009,Maruti Swift,Maruti,Swift,8,54000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000,0
5010,Mahindra Scorpio,Mahindra,Scorpio,4,59800,Dealer,Diesel,Manual,15.4,1997,120.0,7,850000,2
5011,Jaguar XF,Jaguar,XF,8,45000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1450000,1
5012,Toyota Fortuner,Toyota,Fortuner,7,61000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1690000,2
5013,Maruti Alto,Maruti,Alto,8,25000,Individual,CNG,Manual,30.46,796,47.3,5,220000,1
5014,Mahindra Scorpio,Mahindra,Scorpio,11,44000,Individual,Diesel,Manual,12.05,2179,120.0,7,440000,2
5015,Honda WR-V,Honda,WR-V,4,80000,Individual,Petrol,Manual,17.5,1199,88.7,5,700000,0
5016,Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,21.79,998,67.05,5,85000,0
5017,Renault KWID,Renault,KWID,5,25600,Individual,Petrol,Manual,25.17,799,53.3,5,280000,0
5018,Volkswagen Vento,Volkswagen,Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,725000,1
5019,Maruti Ciaz,Maruti,Ciaz,3,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,770000,0
5020,Mahindra Marazzo,Mahindra,Marazzo,2,33000,Dealer,Diesel,Manual,17.3,1497,121.0,8,1335000,1
5021,Volkswagen Polo,Volkswagen,Polo,6,7000,Dealer,Petrol,Manual,16.2,1199,74.0,5,615000,0
5022,Toyota Innova,Toyota,Innova,3,18000,Individual,Diesel,Manual,13.68,2393,147.8,8,1920000,2
5023,Maruti Swift,Maruti,Swift,9,115000,Individual,Diesel,Manual,22.9,1248,74.0,5,300000,1
5024,Maruti Vitara,Maruti,Vitara,5,63000,Individual,Diesel,Manual,24.3,1248,88.5,5,675000,1
5025,Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,300000,0
5026,Toyota Innova,Toyota,Innova,10,129238,Dealer,Diesel,Manual,12.8,2494,102.0,7,925000,2
5027,BMW 3,BMW,3,11,48000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,680000,0
5028,Tata Nexon,Tata,Nexon,3,25000,Dealer,Petrol,Automatic,17.0,1198,108.5,5,875000,0
5029,Hyundai Grand,Hyundai,Grand,6,147000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000,1
5030,Hyundai Verna,Hyundai,Verna,3,26000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1040000,0
5031,Renault KWID,Renault,KWID,5,25000,Dealer,Petrol,Manual,25.17,799,53.3,5,275000,0
5032,Honda Amaze,Honda,Amaze,6,59962,Dealer,Petrol,Manual,18.0,1198,86.7,5,389000,0
5033,Tata Nexon,Tata,Nexon,3,66817,Individual,Diesel,Manual,21.5,1497,108.5,5,665000,1
5034,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,8,60000,Individual,Diesel,Automatic,13.5,2987,282.0,5,2600000,1
5035,Hyundai Verna,Hyundai,Verna,4,56100,Dealer,Diesel,Manual,24.0,1396,88.76,5,750000,1
5036,Ford Figo,Ford,Figo,11,90000,Individual,Petrol,Manual,15.6,1196,70.0,5,200000,0
5037,Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,500000,0
5038,Skoda Rapid,Skoda,Rapid,4,59000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,599000,0
