,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
4676,Datsun RediGO,Datsun,RediGO,1,1001,Dealer,Petrol,Automatic,23.0,999,67.0,5,425000,1
4677,Maruti Ciaz,Maruti,Ciaz,4,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000,0
4678,Hyundai Creta,Hyundai,Creta,4,66000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1199000,1
4679,Hyundai Grand,Hyundai,Grand,6,78389,Dealer,Diesel,Manual,24.0,1120,70.0,5,540000,0
4680,Hyundai i20,Hyundai,i20,6,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000,0
4681,Hyundai i20,Hyundai,i20,2,20000,Individual,Petrol,Manual,18.6,1197,81.86,5,630000,1
4682,Maruti Swift Dzire,Maruti,Swift Dzire,1,22200,Dealer,Diesel,Automatic,28.4,1248,74.02,5,790000,1
4683,Honda Jazz,Honda,Jazz,6,82000,Dealer,Diesel,Manual,27.3,1498,98.6,5,475000,0
4684,Honda Amaze,Honda,Amaze,2,8345,Individual,Petrol,Automatic,19.0,1199,88.76,5,750000,1
4685,Maruti Swift,Maruti,Swift,8,54000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000,0
4686,Hyundai Grand,Hyundai,Grand,4,37903,Dealer,Petrol,Manual,18.9,1197,81.86,5,643000,1
4687,Maruti Celerio,Maruti,Celerio,6,71500,Dealer,Petrol,Manual,23.1,998,67.04,5,295000,3
4688,Maruti Swift Dzire,Maruti,Swift Dzire,6,72000,Dealer,Diesel,Manual,26.59,1248,74.0,5,695000,0
4689,Hyundai Grand,Hyundai,Grand,5,5000,Individual,Diesel,Manual,24.0,1120,70.0,5,535000,0
4690,Renault Duster,Renault,Duster,8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,450000,3
4691,Volkswagen Polo,Volkswagen,Polo,8,83500,Dealer,Diesel,Manual,15.11,1598,103.6,5,465000,3
4692,Hyundai i20,Hyundai,i20,8,30000,Dealer,Diesel,Manual,21.9,1396,90.0,5,400000,0
4694,Hyundai Grand,Hyundai,Grand,5,21689,Dealer,Petrol,Automatic,18.9,1197,82.0,5,600000,1
4695,Maruti Swift,Maruti,Swift,3,13300,Individual,Petrol,Manual,22.0,1197,81.8,5,650000,1
4696,Tata Tiago,Tata,Tiago,2,20000,Individual,Petrol,Automatic,23.84,1199,83.83,5,540000,1
4697,Hyundai i10,Hyundai,i10,13,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,175000,3
4698,Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000,0
4699,Honda City,Honda,City,2,20000,Individual,Petrol,Manual,17.4,1497,117.6,5,1075000,1
4700,Hyundai i10,Hyundai,i10,11,48216,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000,3
4701,Hyundai Verna,Hyundai,Verna,6,115958,Dealer,Diesel,Manual,22.32,1582,126.3,5,550000,0
4702,Hyundai i10,Hyundai,i10,9,36000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000,3
4703,Hyundai i20,Hyundai,i20,2,6258,Dealer,Petrol,Automatic,17.4,1197,81.86,5,775000,1
4704,Ford Figo,Ford,Figo,6,120000,Individual,Diesel,Manual,20.0,1399,68.05,5,360000,0
4705,Volkswagen Polo,Volkswagen,Polo,4,25000,Individual,Diesel,Manual,20.14,1498,88.0,5,750000,0
4706,Renault Duster,Renault,Duster,4,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,730000,0
4707,Hyundai i20,Hyundai,i20,8,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5,435000,3
4708,Mahindra XUV500,Mahindra,XUV500,9,138489,Dealer,Diesel,Manual,15.1,2179,140.0,7,500000,2
4709,Maruti Swift,Maruti,Swift,4,21000,Dealer,Petrol,Manual,20.4,1197,83.11,5,495000,1
4710,Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,350000,0
4711,Maruti Swift,Maruti,Swift,13,85000,Dealer,Diesel,Manual,17.8,1248,75.0,5,275000,3
4713,Maruti Alto,Maruti,Alto,7,80000,Individual,Petrol,Manual,23.95,998,67.05,5,270000,3
4714,Maruti Vitara,Maruti,Vitara,4,64500,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000,0
4715,Hyundai i10,Hyundai,i10,11,171289,Individual,Petrol,Manual,20.36,1197,78.9,5,230000,3
4716,Mahindra XUV500,Mahindra,XUV500,7,110000,Individual,Diesel,Manual,15.1,2179,140.0,7,750000,2
4717,Maruti Baleno,Maruti,Baleno,5,23243,Dealer,Petrol,Manual,21.4,1197,83.1,5,687000,1
4718,Hyundai i10,Hyundai,i10,11,69000,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000,3
4719,Honda City,Honda,City,3,8600,Individual,Petrol,Manual,17.4,1497,117.6,5,970000,1
4720,Maruti Ciaz,Maruti,Ciaz,6,30000,Individual,Diesel,Manual,28.09,1248,88.5,5,750000,0
4721,Hyundai i10,Hyundai,i10,12,56700,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000,3
4722,Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Automatic,24.04,999,67.0,5,430000,1
4723,Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000,1
4724,Hyundai i20,Hyundai,i20,2,9000,Dealer,Petrol,Manual,17.19,1197,81.86,5,675000,1
4725,Hyundai Grand,Hyundai,Grand,5,64300,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000,0
4726,Maruti Swift,Maruti,Swift,6,68297,Dealer,Diesel,Manual,25.2,1248,74.0,5,650000,0
4727,Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.6,5,1050000,1
4728,Hyundai Verna,Hyundai,Verna,10,41600,Dealer,Petrol,Manual,16.2,1599,103.2,5,459000,3
4729,Maruti Swift,Maruti,Swift,2,14000,Individual,Petrol,Automatic,21.21,1197,81.8,5,690000,1
4730,Tata Harrier,Tata,Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1500000,2
4731,Toyota Innova,Toyota,Innova,4,14000,Dealer,Diesel,Automatic,13.68,2393,147.51,7,2200000,2
4732,Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,290000,3
4733,Maruti Wagon R,Maruti,Wagon R,6,62400,Dealer,Petrol,Manual,18.9,998,67.1,5,370000,3
4734,Hyundai i10,Hyundai,i10,12,39054,Dealer,Petrol,Manual,19.81,1086,68.05,5,250000,3
4735,Maruti Alto,Maruti,Alto,4,21444,Dealer,Petrol,Manual,24.7,796,47.3,5,311000,1
4736,Jeep Compass,Jeep,Compass,3,42000,Individual,Diesel,Manual,17.1,1956,170.0,5,1700000,2
4737,Mahindra XUV500,Mahindra,XUV500,7,65436,Dealer,Diesel,Manual,15.1,2179,140.0,7,900000,2
4738,Mahindra Scorpio,Mahindra,Scorpio,14,76600,Dealer,Diesel,Manual,10.5,2179,120.0,7,375000,2
4739,Maruti Swift,Maruti,Swift,9,140000,Individual,Diesel,Manual,22.9,1248,74.0,5,340000,3
4740,Toyota Innova,Toyota,Innova,13,132838,Individual,Diesel,Manual,12.8,2494,102.0,8,400000,2
4741,Maruti Swift Dzire,Maruti,Swift Dzire,7,50000,Individual,Diesel,Manual,23.4,1248,74.0,5,490000,0
4742,Maruti Wagon R,Maruti,Wagon R,4,14000,Dealer,Petrol,Manual,21.5,1197,81.8,5,445000,1
4743,Honda WR-V,Honda,WR-V,4,20000,Individual,Petrol,Manual,17.5,1199,88.7,5,850000,1
4744,Hyundai Santro,Hyundai,Santro,1,1780,Individual,Petrol,Manual,20.3,1086,68.07,5,520000,1
4745,Maruti Swift,Maruti,Swift,9,123000,Individual,Diesel,Manual,22.9,1248,74.0,5,475000,3
4746,Hyundai i10,Hyundai,i10,5,38156,Dealer,Petrol,Manual,19.81,1086,68.05,5,463000,3
4747,Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Manual,23.01,999,67.0,5,400000,1
4748,Hyundai i10,Hyundai,i10,6,21000,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000,1
4749,Maruti Swift,Maruti,Swift,8,67379,Dealer,Diesel,Manual,22.9,1248,74.0,5,380000,3
4750,Honda Amaze,Honda,Amaze,3,11000,Dealer,Petrol,Manual,17.8,1198,86.7,5,690000,1
4751,Hyundai Grand,Hyundai,Grand,4,24000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,499000,1
4752,Hyundai i20,Hyundai,i20,5,73575,Individual,Petrol,Manual,18.6,1197,81.83,5,450000,3
4753,Maruti Ertiga,Maruti,Ertiga,3,40000,Individual,Petrol,Manual,17.5,1373,91.1,7,650000,0
4754,Honda WR-V,Honda,WR-V,3,19000,Individual,Petrol,Manual,17.5,1199,88.7,5,835000,1
4755,Honda City,Honda,City,3,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,940000,1
4756,Hyundai Grand,Hyundai,Grand,6,80000,Dealer,Diesel,Manual,24.0,1120,70.0,5,520000,0
4758,Nissan X-Trail,Nissan,X-Trail,10,110000,Individual,Diesel,Manual,14.42,1995,147.6,5,1100000,2
4759,Mahindra XUV500,Mahindra,XUV500,7,150000,Individual,Diesel,Manual,15.1,2179,140.0,7,725000,2
4760,Skoda Rapid,Skoda,Rapid,4,10000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,1120000,1
4761,Maruti Baleno,Maruti,Baleno,5,72000,Dealer,Diesel,Manual,27.39,1248,74.0,5,675000,0
4762,Skoda Superb,Skoda,Superb,10,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,725000,2
4763,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,22.54,1396,88.73,5,530000,0
4764,Toyota Innova,Toyota,Innova,13,185000,Dealer,Diesel,Manual,12.8,2494,102.0,7,710000,2
4765,Hyundai i20,Hyundai,i20,9,72200,Dealer,Diesel,Manual,21.9,1396,90.0,5,465000,3
4766,Mahindra XUV500,Mahindra,XUV500,6,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000,2
4767,Hyundai i20,Hyundai,i20,6,18745,Dealer,Petrol,Manual,18.6,1197,81.83,5,535000,1
4768,Ford Ecosport,Ford,Ecosport,4,120000,Individual,Diesel,Manual,22.77,1498,98.59,5,680000,0
4769,Maruti Wagon R,Maruti,Wagon R,6,20365,Dealer,Petrol,Automatic,20.51,998,67.0,5,400000,1
4770,Honda Amaze,Honda,Amaze,2,20000,Individual,Petrol,Manual,19.5,1199,88.76,5,615000,1
4771,Honda Amaze,Honda,Amaze,7,36001,Dealer,Diesel,Manual,25.8,1498,98.6,5,485000,0
4772,Honda WR-V,Honda,WR-V,3,25000,Individual,Diesel,Manual,25.5,1498,98.6,5,900000,0
4773,Ford Ecosport,Ford,Ecosport,4,45400,Dealer,Petrol,Manual,18.88,999,123.24,5,700000,1
4774,Mahindra XUV500,Mahindra,XUV500,11,94000,Dealer,Diesel,Manual,16.0,2179,140.0,7,695000,2
4775,Audi A4,Audi,A4,6,84000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,1950000,2
4776,BMW 5,BMW,5,9,85000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1525000,2
4777,Honda City,Honda,City,5,65000,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000,1
4778,Maruti Swift Dzire,Maruti,Swift Dzire,9,153000,Dealer,Diesel,Manual,23.4,1248,74.0,5,380000,3
4779,Mahindra Scorpio,Mahindra,Scorpio,2,40000,Individual,Diesel,Manual,16.36,2179,120.0,7,1200000,2
4780,Mahindra Scorpio,Mahindra,Scorpio,5,48000,Dealer,Diesel,Manual,15.4,1997,120.0,7,990000,2
4781,Maruti Swift,Maruti,Swift,9,40000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000,0
4782,Hyundai Grand,Hyundai,Grand,5,100000,Individual,Petrol,Manual,18.9,1197,82.0,5,430000,3
4783,Ford Aspire,Ford,Aspire,4,24000,Dealer,Diesel,Manual,25.83,1498,99.0,5,690000,0
4784,Hyundai Grand,Hyundai,Grand,7,15408,Dealer,Petrol,Manual,18.9,1197,81.86,5,470000,1
4785,Honda Jazz,Honda,Jazz,6,39800,Dealer,Petrol,Manual,18.7,1199,88.7,5,585000,1
4786,Datsun RediGO,Datsun,RediGO,4,45138,Dealer,Petrol,Manual,22.5,999,67.0,5,322000,3
4787,Toyota Fortuner,Toyota,Fortuner,3,60000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000,2
4788,Hyundai Creta,Hyundai,Creta,4,63000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000,0
4790,Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000,3
4791,Hyundai Grand,Hyundai,Grand,4,19000,Individual,Petrol,Manual,18.9,1197,82.0,5,560000,1
4792,Maruti Swift Dzire,Maruti,Swift Dzire,7,85000,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000,0
4793,Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Automatic,28.4,1248,74.0,5,793000,0
4794,Hyundai i20,Hyundai,i20,2,40000,Individual,Diesel,Manual,22.54,1396,88.76,5,725000,0
4795,Tata Tiago,Tata,Tiago,3,42000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000,1
4796,Mahindra Marazzo,Mahindra,Marazzo,3,45906,Individual,Diesel,Manual,17.3,1497,121.0,7,1200000,0
4797,Hyundai i20,Hyundai,i20,4,39000,Individual,Petrol,Manual,18.6,1197,81.83,5,570000,1
4798,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,475000,3
4799,Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000,1
4800,Maruti Swift Dzire,Maruti,Swift Dzire,5,29456,Dealer,Petrol,Manual,17.5,1197,85.8,5,550000,1
4801,Honda WR-V,Honda,WR-V,3,33000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000,1
4803,Hyundai i10,Hyundai,i10,8,60343,Dealer,LPG,Manual,19.0,1086,68.1,5,403000,0
4805,Skoda Octavia,Skoda,Octavia,6,89000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1295000,2
4806,Volvo XC,Volvo,XC,8,122000,Dealer,Diesel,Automatic,11.1,2400,200.0,7,2450000,2
4807,Maruti Ignis,Maruti,Ignis,3,25000,Individual,Petrol,Automatic,20.89,1197,81.8,5,580000,1
4808,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,67.04,5,380000,3
4809,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,690000,0
4810,Hyundai Santro,Hyundai,Santro,10,74000,Dealer,LPG,Manual,13.45,1086,62.1,5,250000,0
4811,Hyundai i20,Hyundai,i20,9,68000,Dealer,Diesel,Manual,21.9,1396,88.8,5,370000,3
4812,Maruti Wagon R,Maruti,Wagon R,13,105379,Dealer,CNG,Manual,26.6,998,58.16,5,219000,0
4813,Hyundai i20,Hyundai,i20,8,50000,Individual,Diesel,Manual,21.9,1396,88.8,5,420000,0
4814,Honda City,Honda,City,11,115000,Individual,Petrol,Manual,17.0,1497,118.0,5,375000,3
4815,Honda City,Honda,City,6,80000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,0
4816,Hyundai Verna,Hyundai,Verna,7,80000,Individual,Petrol,Automatic,17.1,1591,121.4,5,630000,1
4817,Toyota Innova,Toyota,Innova,5,60000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000,2
4818,Hyundai Grand,Hyundai,Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000,1
4819,Hyundai Creta,Hyundai,Creta,2,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,1150000,0
4820,Renault KWID,Renault,KWID,6,19000,Dealer,Petrol,Manual,20.71,799,53.26,5,335000,1
4821,Honda Amaze,Honda,Amaze,1,10000,Individual,Petrol,Manual,18.6,1199,88.76,5,680000,1
4822,Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,0
4823,Maruti Alto,Maruti,Alto,15,100000,Individual,Petrol,Manual,19.7,796,46.3,5,62000,3
4824,Maruti Alto,Maruti,Alto,9,79000,Dealer,Petrol,Manual,19.7,796,46.3,5,200000,3
4825,Tata Safari,Tata,Safari,13,150000,Individual,Diesel,Manual,11.57,2179,138.1,7,300000,2
4826,Volkswagen Vento,Volkswagen,Vento,3,33000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,925000,1
4827,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,787000,0
4828,Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,700000,1
4829,Maruti Baleno,Maruti,Baleno,2,16780,Dealer,Petrol,Manual,21.01,1197,81.8,5,695000,1
4830,Hyundai Grand,Hyundai,Grand,2,5000,Individual,Diesel,Manual,24.0,1186,73.97,5,590000,0
4831,Honda Amaze,Honda,Amaze,5,62156,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000,0
4832,Hyundai Verna,Hyundai,Verna,3,30000,Individual,Petrol,Manual,17.0,1591,121.3,5,850000,1
4833,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,23.0,1396,90.0,5,600000,0
4834,Maruti Wagon R,Maruti,Wagon R,6,17205,Dealer,Petrol,Manual,20.51,998,67.04,5,400000,1
4835,Maruti Wagon R,Maruti,Wagon R,9,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,285000,3
4836,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,351000,3
4837,Hyundai Santro,Hyundai,Santro,2,7395,Dealer,Petrol,Manual,20.3,1086,68.0,5,480000,1
4838,Maruti Celerio,Maruti,Celerio,3,10000,Individual,Petrol,Automatic,21.63,998,67.0,5,510000,1
4839,Maruti Baleno,Maruti,Baleno,5,60150,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000,1
4840,Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248,74.0,5,680000,0
4842,Ford Ecosport,Ford,Ecosport,7,40000,Individual,Petrol,Manual,15.8,1499,110.0,5,500000,3
4843,Hyundai Verna,Hyundai,Verna,7,67500,Dealer,Diesel,Manual,22.32,1582,126.32,5,685000,0
4844,Hyundai Grand,Hyundai,Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000,1
4845,Maruti Swift,Maruti,Swift,6,178000,Individual,Diesel,Manual,25.2,1248,74.0,5,530000,0
4846,Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Individual,Diesel,Manual,26.59,1248,74.0,5,600000,0
4847,Hyundai i20,Hyundai,i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,540000,0
4848,Maruti Wagon R,Maruti,Wagon R,16,90000,Individual,Petrol,Manual,14.0,1061,64.0,5,115000,3
4849,Audi A4,Audi,A4,8,80000,Individual,Petrol,Automatic,15.64,1798,167.62,5,1485000,2
4850,Honda City,Honda,City,7,99000,Dealer,Diesel,Manual,25.1,1498,98.6,5,649000,0
4851,Hyundai Verna,Hyundai,Verna,9,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,360000,0
4852,Maruti Swift Dzire,Maruti,Swift Dzire,3,52300,Dealer,Diesel,Manual,26.59,1248,74.0,5,660000,0
4853,Maruti Celerio,Maruti,Celerio,6,23121,Dealer,Petrol,Automatic,23.1,998,67.04,5,461000,1
4854,Honda City,Honda,City,8,52438,Dealer,Petrol,Manual,16.9,1497,100.0,5,420000,3
4855,Maruti Alto,Maruti,Alto,4,27265,Dealer,Petrol,Automatic,23.95,998,67.1,5,371000,1
4856,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,CNG,Manual,19.0,1197,85.8,5,525000,0
4857,Maruti Wagon R,Maruti,Wagon R,3,2000,Dealer,Petrol,Manual,20.51,998,67.06,5,450000,1
4858,Maruti Swift Dzire,Maruti,Swift Dzire,12,38000,Individual,Petrol,Manual,17.5,1197,85.8,5,249000,3
4859,Maruti Alto,Maruti,Alto,4,23701,Dealer,Petrol,Manual,24.7,796,47.3,5,312000,1
4860,Hyundai i20,Hyundai,i20,3,53861,Dealer,Diesel,Manual,23.0,1396,90.0,5,832000,0
4861,Hyundai Verna,Hyundai,Verna,13,85753,Dealer,Diesel,Manual,18.1,1493,110.0,5,250000,3
4862,Hyundai Grand,Hyundai,Grand,4,31734,Dealer,Petrol,Manual,18.9,1197,81.86,5,578000,1
4863,Maruti Ciaz,Maruti,Ciaz,6,70000,Individual,Diesel,Manual,28.09,1248,88.5,5,475000,0
4864,Hyundai Grand,Hyundai,Grand,8,58000,Dealer,Diesel,Manual,24.0,1120,70.0,5,399000,3
4865,Hyundai Creta,Hyundai,Creta,4,41275,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1150000,1
4866,Maruti S-Presso,Maruti,S-Presso,1,4500,Individual,Petrol,Manual,21.7,998,67.0,5,550000,1
4867,Toyota Yaris,Toyota,Yaris,2,19000,Dealer,Petrol,Automatic,17.8,1496,105.5,5,1042000,1
4868,Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,230000,3
4869,Renault KWID,Renault,KWID,3,29000,Dealer,Petrol,Manual,23.01,999,67.0,5,370000,1
4870,Volkswagen Polo,Volkswagen,Polo,8,113566,Dealer,Diesel,Manual,22.07,1199,73.9,5,415000,3
4871,Honda City,Honda,City,2,12000,Dealer,Diesel,Manual,25.6,1498,97.9,5,1080000,0
4873,Maruti Wagon R,Maruti,Wagon R,6,38700,Dealer,Petrol,Manual,18.9,998,67.1,5,375000,3
4874,Volkswagen Polo,Volkswagen,Polo,9,92000,Dealer,Diesel,Manual,22.07,1199,73.9,5,385000,3
4875,Tata Nexon,Tata,Nexon,2,10700,Individual,Petrol,Manual,17.0,1198,108.5,5,920000,1
4876,Honda City,Honda,City,6,84000,Dealer,Petrol,Manual,17.4,1497,117.3,5,675000,1
4877,Maruti Eeco,Maruti,Eeco,9,72422,Dealer,Petrol,Manual,15.37,1196,73.0,7,290000,3
4879,Mahindra XUV500,Mahindra,XUV500,3,23000,Individual,Diesel,Manual,15.1,2179,155.0,7,1600000,2
4880,Maruti Alto,Maruti,Alto,14,60235,Dealer,Petrol,Manual,19.7,796,46.3,5,100000,3
4881,Maruti Swift Dzire,Maruti,Swift Dzire,11,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,280000,3
4883,Hyundai i10,Hyundai,i10,9,32000,Dealer,Petrol,Manual,19.81,1086,68.05,5,290000,3
4884,Maruti Vitara,Maruti,Vitara,3,105000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000,0
4885,Skoda Octavia,Skoda,Octavia,6,99000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1399000,2
4886,Maruti Wagon R,Maruti,Wagon R,12,48001,Dealer,Petrol,Manual,18.9,998,67.1,5,219000,3
4887,Hyundai Grand,Hyundai,Grand,4,50000,Individual,Diesel,Manual,24.0,1186,73.97,5,425000,0
4889,Tata Nexon,Tata,Nexon,4,35000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000,0
4890,Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,585000,1
4891,Hyundai i20,Hyundai,i20,5,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,610000,0
4892,Maruti Wagon R,Maruti,Wagon R,8,35000,Individual,Petrol,Manual,18.9,998,67.1,5,250000,3
4893,Honda Jazz,Honda,Jazz,6,40569,Dealer,Petrol,Manual,18.7,1199,88.7,5,495000,3
4895,Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000,2
4896,Maruti Baleno,Maruti,Baleno,4,60881,Dealer,Diesel,Manual,27.39,1248,74.0,5,730000,0
4897,Renault KWID,Renault,KWID,5,32736,Dealer,Petrol,Manual,23.01,999,67.0,5,310000,3
4898,Skoda Rapid,Skoda,Rapid,9,72500,Dealer,Diesel,Manual,20.5,1598,103.5,5,295000,3
4899,Maruti Swift,Maruti,Swift,8,275000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000,0
4900,Honda City,Honda,City,7,35001,Trustmark Dealer,Petrol,Manual,17.4,1497,117.3,5,675000,3
4901,Maruti Eeco,Maruti,Eeco,5,15000,Individual,Petrol,Manual,15.37,1196,73.0,5,350000,1
4902,Maruti Eeco,Maruti,Eeco,3,59000,Individual,Petrol,Manual,15.37,1196,73.0,7,360000,3
4903,Hyundai Grand,Hyundai,Grand,7,151315,Dealer,Diesel,Manual,24.0,1120,70.0,5,300000,3
4904,Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,841000,0
4905,Audi A4,Audi,A4,10,38000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1500000,2
4906,Hyundai i10,Hyundai,i10,13,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000,3
4907,Hyundai i10,Hyundai,i10,11,56000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000,3
4908,Renault KWID,Renault,KWID,4,60000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,3
4909,Maruti Alto,Maruti,Alto,8,180000,Individual,Petrol,Manual,22.74,796,47.3,5,180000,3
4910,Hyundai i20,Hyundai,i20,11,49011,Dealer,Petrol,Manual,17.0,1197,80.0,5,385000,3
4911,Ford Figo,Ford,Figo,7,48000,Dealer,Diesel,Manual,20.0,1399,68.05,5,450000,3
4912,Maruti Swift,Maruti,Swift,9,68000,Dealer,Diesel,Manual,22.9,1248,74.0,5,390000,3
4913,Maruti Alto,Maruti,Alto,6,105610,Dealer,Petrol,Manual,22.74,796,47.3,5,250000,3
4914,Mahindra Bolero,Mahindra,Bolero,4,70000,Individual,Diesel,Manual,16.5,1493,70.0,7,650000,0
4915,Maruti Wagon R,Maruti,Wagon R,12,113343,Dealer,Petrol,Manual,18.9,1061,67.0,5,178000,3
4916,BMW 3,BMW,3,12,64495,Dealer,Diesel,Automatic,16.07,1995,181.0,5,850000,2
4917,Maruti Celerio,Maruti,Celerio,7,49000,Dealer,Petrol,Automatic,23.1,998,67.04,5,335000,3
4918,Hyundai i20,Hyundai,i20,5,63669,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,645000,1
4920,Toyota Innova,Toyota,Innova,10,103000,Dealer,CNG,Manual,12.4,1998,132.0,8,1080000,2
4921,Mahindra Thar,Mahindra,Thar,4,38860,Dealer,Diesel,Manual,16.55,2498,105.0,6,875000,2
4922,Hyundai i20,Hyundai,i20,3,8000,Dealer,Petrol,Manual,18.6,1197,81.83,5,775000,1
4923,Maruti Swift Dzire,Maruti,Swift Dzire,3,6500,Individual,Petrol,Automatic,21.21,1197,81.8,5,725000,1
4924,Hyundai Grand,Hyundai,Grand,7,90000,Individual,Petrol,Manual,18.9,1197,82.0,5,300000,3
4925,Honda Amaze,Honda,Amaze,3,68000,Dealer,Diesel,Manual,24.7,1498,98.63,5,540000,0
4926,Ford Figo,Ford,Figo,2,31000,Individual,Petrol,Manual,18.16,1196,86.8,5,525000,1
4927,Honda Jazz,Honda,Jazz,5,84000,Dealer,Petrol,Manual,18.2,1199,88.7,5,565000,1
4928,Maruti Swift Dzire,Maruti,Swift Dzire,4,60852,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000,0
